canonical_configuration_id,row_count,unique_technical_signatures,unique_package_contexts,identity_status
CFG731_312da2fbbd3df3eb,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_316522b7cc87d9a1,1,1,1,UNIQUE_ROW
CFG731_31715eb409a1602f,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_31aa13473958d7d3,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_31b475abe3d16a99,1,1,1,UNIQUE_ROW
CFG731_31b82ee906484bbd,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_31c4aded40f9387f,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_31d0a0df66872bf7,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_31d150421c4341a3,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_31ef54b8ab17d3bb,1,1,1,UNIQUE_ROW
CFG731_31fd775a1fcaab0b,1,1,1,UNIQUE_ROW
CFG731_327bfa077bbbd45e,10,1,1,EXACT_DUPLICATE_ROWS
CFG731_329b582435fea539,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_32a4bb12438a37ab,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_32adda6269b4f5ce,1,1,1,UNIQUE_ROW
CFG731_32b1041fd68aac23,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_32b4b1ec4513af66,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_32dadb8e9fd49d04,1,1,1,UNIQUE_ROW
CFG731_331927b265de3c55,1,1,1,UNIQUE_ROW
CFG731_332fb57dab8e30c6,1,1,1,UNIQUE_ROW
CFG731_3352d611bcf09d74,1,1,1,UNIQUE_ROW
CFG731_337790e6bbcf15f4,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_338a3238e967f681,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_3399b9d467bfc71a,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_33a5773cf6a65e2e,1,1,1,UNIQUE_ROW
CFG731_33c8c685d7c8530a,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_33d5b52db510e046,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_33f263ef54ef97d1,1,1,1,UNIQUE_ROW
CFG731_33f869b0c10dd59d,1,1,1,UNIQUE_ROW
CFG731_33fed5318b1a4f2f,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_341c156f683b247f,1,1,1,UNIQUE_ROW
CFG731_341c747ed8aff14e,1,1,1,UNIQUE_ROW
CFG731_34247ec265566826,1,1,1,UNIQUE_ROW
CFG731_344778a042931752,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_344e071da5be9e04,1,1,1,UNIQUE_ROW
CFG731_3450383be0000281,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_348f97ec6945fbf8,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_34bf8aa6c521cef0,1,1,1,UNIQUE_ROW
CFG731_34d1036bacbe79eb,1,1,1,UNIQUE_ROW
CFG731_34e092c266a308aa,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_34f0f73c6e8d4770,1,1,1,UNIQUE_ROW
CFG731_34f651347d194a0b,1,1,1,UNIQUE_ROW
CFG731_351a67f1e43df44b,1,1,1,UNIQUE_ROW
CFG731_351fbf3330e3319e,1,1,1,UNIQUE_ROW
CFG731_35252ee33f546158,1,1,1,UNIQUE_ROW
CFG731_352cbd30ecacb8ee,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_353333bad447dbef,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_35443b2ee17ecca9,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_357a7724550c556f,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_35e14b6b3e26be25,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_35ed22cad11f9a11,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_36045858c7c7e468,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3611bb1fba248e38,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_364810dcd7f32a0c,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3662a471d9ce3167,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_368b8952b102cb0e,1,1,1,UNIQUE_ROW
CFG731_36afe1d5d5adcebd,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_36c553adc9f5ebf3,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_36d7686aca1200ae,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_36e9436664c2e1e3,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3727d181b2806370,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_377b5b4a8356fe8f,1,1,1,UNIQUE_ROW
CFG731_3781457447e45e13,1,1,1,UNIQUE_ROW
CFG731_3794187f0a0c3133,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_37c55138c4eebb90,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_37e3938c6089bb2d,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_37f37296c515d083,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_37f66c3948c00e57,8,1,1,EXACT_DUPLICATE_ROWS
CFG731_37fcb5ee957aede4,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3823a7587dcc8acd,1,1,1,UNIQUE_ROW
CFG731_38414c1018b8f89e,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_388928540067c900,1,1,1,UNIQUE_ROW
CFG731_38ae91744109d504,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_39083521b1413e72,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_393275fee9e35746,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_395f3e5588a2c3c0,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_39890affe81b5eb5,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_398f0644f18e0acf,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_399690ce112d8d2a,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_399a488b9c799644,1,1,1,UNIQUE_ROW
CFG731_39a1207c373ce8a2,1,1,1,UNIQUE_ROW
CFG731_39b102df312b9763,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3a443cba223b0ece,1,1,1,UNIQUE_ROW
CFG731_3a61ea1e83015043,1,1,1,UNIQUE_ROW
CFG731_3a6a87d7cf07cb7c,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_3a824c7e49bfd8f4,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_3a955b973baab5a5,1,1,1,UNIQUE_ROW
CFG731_3ab6d9037260e8b1,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3ac187941df4fdac,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3ada8d565667279d,1,1,1,UNIQUE_ROW
CFG731_3b06d9bface617d0,1,1,1,UNIQUE_ROW
CFG731_3b2a32abbf148ca1,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_3b56310e368fd60f,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3b86513038612465,1,1,1,UNIQUE_ROW
CFG731_3bcde7f8df32303c,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3bddc8e8c36f22b2,1,1,1,UNIQUE_ROW
CFG731_3c070a82e4102784,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3c119308d8305ad4,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3c2aedfb429dc226,9,1,1,EXACT_DUPLICATE_ROWS
CFG731_3c45363d4a341d20,1,1,1,UNIQUE_ROW
CFG731_3c4babe78beeb112,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3c6c3a0686e047ad,1,1,1,UNIQUE_ROW
CFG731_3c85eeb43bc9e42a,1,1,1,UNIQUE_ROW
CFG731_3c91fea3668ca75e,1,1,1,UNIQUE_ROW
CFG731_3cfe26a4a6491587,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3d3b1ab589678df9,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3d5919a152529e0c,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3d652e6a54b1c68b,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3d7932e380d35bca,1,1,1,UNIQUE_ROW
CFG731_3d79b5ed69541acc,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3d8c1bbc0ef4249a,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_3daa091181ed5329,1,1,1,UNIQUE_ROW
CFG731_3dd4cfcf6ee98460,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3df9fddf845f3508,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3e0ed59efd234410,1,1,1,UNIQUE_ROW
CFG731_3e782f59368b40db,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3ebdd541d6efe614,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3f42c988dc83cb23,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_3f43e18524472dbe,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3fb3f9d3dea4a198,1,1,1,UNIQUE_ROW
CFG731_3fcc8154cde02384,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_3fe2202b70f330b1,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_3fe779486d988e69,1,1,1,UNIQUE_ROW
CFG731_400b0d973c930668,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_403f51b2e914043b,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_404424158a3493ae,1,1,1,UNIQUE_ROW
CFG731_4065adeeb89ecb2b,1,1,1,UNIQUE_ROW
CFG731_40b6e1db6c80bcc1,14,1,1,EXACT_DUPLICATE_ROWS
CFG731_40d405b73b679480,1,1,1,UNIQUE_ROW
CFG731_40e06ca56bd88fa1,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_40f5d9ccf1b30166,1,1,1,UNIQUE_ROW
CFG731_411773d48068b1c0,1,1,1,UNIQUE_ROW
CFG731_413818e8f670b01d,1,1,1,UNIQUE_ROW
CFG731_4138a046f10b4aa8,1,1,1,UNIQUE_ROW
CFG731_41435e12137a7344,1,1,1,UNIQUE_ROW
CFG731_4144999ac09e5fdc,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_414f059dc1b5ce96,1,1,1,UNIQUE_ROW
CFG731_4158c57c64fd4dcc,1,1,1,UNIQUE_ROW
CFG731_4189e4dbecbffadb,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_41b81999e34ef823,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4269bef4b1d8e321,1,1,1,UNIQUE_ROW
CFG731_4297d68b978dc0d5,1,1,1,UNIQUE_ROW
CFG731_42c4381af5ae3412,1,1,1,UNIQUE_ROW
CFG731_43317e765dc13ae7,1,1,1,UNIQUE_ROW
CFG731_4340f11ba9a46e42,1,1,1,UNIQUE_ROW
CFG731_4346df46838fd57e,1,1,1,UNIQUE_ROW
CFG731_4374ad7ccac15076,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_440f9c9b032b7d0a,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_4458dc2930ba5c51,1,1,1,UNIQUE_ROW
CFG731_447ecefb64ae83c3,1,1,1,UNIQUE_ROW
CFG731_450eff458b4fe00f,1,1,1,UNIQUE_ROW
CFG731_45106eaed87837a4,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_4514730a70640409,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_452fb8d2c450816e,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_455da2f832a6b66d,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_45c82d5d48fcc411,1,1,1,UNIQUE_ROW
CFG731_45cf7219dd66904b,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_45d35cf8bc922687,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_461b65559193c662,1,1,1,UNIQUE_ROW
CFG731_4664eb01d8e0d814,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4666e845a9f787f7,1,1,1,UNIQUE_ROW
CFG731_467283c67651467d,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_467e11f2e0bc0666,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_46b923412e26d23a,1,1,1,UNIQUE_ROW
CFG731_4772bedc40328ae2,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_47968ff84deeda74,1,1,1,UNIQUE_ROW
CFG731_47bb86ed234fd5e6,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_47d923b0ef4cb37c,1,1,1,UNIQUE_ROW
CFG731_4804eb7da7298ac9,1,1,1,UNIQUE_ROW
CFG731_482678d927834b42,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_48332037deb06db4,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4873af75a59b7524,1,1,1,UNIQUE_ROW
CFG731_48772fd385d8dcd5,1,1,1,UNIQUE_ROW
CFG731_48a4e554ffcf39e6,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_48aa9a27f24794bc,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_48b8ef3dd5c49a10,1,1,1,UNIQUE_ROW
CFG731_48cdab7e27c13199,1,1,1,UNIQUE_ROW
CFG731_48cf6bd4ca59e583,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_48d7cdb31a45af93,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_48e71c5ae6615397,1,1,1,UNIQUE_ROW
CFG731_491a198d9cd06e17,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_495876b6233d3864,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_496bd7a964d6cd85,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_49bb1327a04ca706,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_49cd4cbef1081333,8,1,1,EXACT_DUPLICATE_ROWS
CFG731_49fe7a9d3e1ae54e,1,1,1,UNIQUE_ROW
CFG731_4a3529e56644911e,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4a42ba5932c01b01,1,1,1,UNIQUE_ROW
CFG731_4a4cb6513ab8e1f7,1,1,1,UNIQUE_ROW
CFG731_4a6afa34ded1f013,1,1,1,UNIQUE_ROW
CFG731_4a74cf409767dc05,1,1,1,UNIQUE_ROW
CFG731_4aa7d46b9cfa7d7b,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_4ac0ef69f4678c8b,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_4af82641f975d9aa,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_4afe4cfa02474e97,1,1,1,UNIQUE_ROW
CFG731_4b26dfbafad76131,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_4b2c0e571415f5cc,1,1,1,UNIQUE_ROW
CFG731_4b39f0eff8e95d24,1,1,1,UNIQUE_ROW
CFG731_4b5262a517204cb5,1,1,1,UNIQUE_ROW
CFG731_4b7f2cba3cb67912,1,1,1,UNIQUE_ROW
CFG731_4ba013fed31fb45f,1,1,1,UNIQUE_ROW
CFG731_4bd32ba44f2fdd5b,1,1,1,UNIQUE_ROW
CFG731_4c42dcb2d8606e20,1,1,1,UNIQUE_ROW
CFG731_4c72f78c1186e8f7,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_4c78b52d0d6ffd12,1,1,1,UNIQUE_ROW
CFG731_4ca309199387f8d5,8,1,1,EXACT_DUPLICATE_ROWS
CFG731_4cb12f26dcf6f797,1,1,1,UNIQUE_ROW
CFG731_4cb65cc21b5b9f68,1,1,1,UNIQUE_ROW
CFG731_4cb67cdc021380a4,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4d0235c9d5cc61be,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_4d39aa53959ccce3,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4d6c56202edf3f41,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_4d7e108ea05eeb07,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4d84757c3603b51c,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4da2b3fd83325505,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_4db630d9810b0f27,1,1,1,UNIQUE_ROW
CFG731_4dd88391f253d6d5,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4de012f7232f644d,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_4e59e6fc4174afa3,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_4e6d408e3835a78c,1,1,1,UNIQUE_ROW
CFG731_4e6e53642a913f1a,1,1,1,UNIQUE_ROW
CFG731_4e7f75dd9496e7b1,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4eb28f7e77f7ba51,1,1,1,UNIQUE_ROW
CFG731_4eb63c13498ac15e,1,1,1,UNIQUE_ROW
CFG731_4ed713e2b6c74ca8,1,1,1,UNIQUE_ROW
CFG731_4f57c7eb0fb7e785,1,1,1,UNIQUE_ROW
CFG731_4f6232b68baf7970,1,1,1,UNIQUE_ROW
CFG731_4f69dda45b9029b5,1,1,1,UNIQUE_ROW
CFG731_4fa965828957289a,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_4fcdf4e48e247790,1,1,1,UNIQUE_ROW
CFG731_4fe142d593643ab8,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5052a216a260faff,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_506e2373a4fc4c97,1,1,1,UNIQUE_ROW
CFG731_5076f1c2c0488d0e,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_50797efe795778c6,1,1,1,UNIQUE_ROW
CFG731_508d465d4c518290,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_509cb555eca833a1,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_50a4a25852666336,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_511f0780429774e2,1,1,1,UNIQUE_ROW
CFG731_515a31451814aae9,9,1,1,EXACT_DUPLICATE_ROWS
CFG731_5164655533c6a8d0,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_516629085c122a4e,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5183e80259db3dc7,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5184cddea92399de,1,1,1,UNIQUE_ROW
CFG731_5191b7dfd5137ba1,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_520443190e22a436,1,1,1,UNIQUE_ROW
CFG731_5247c83d5f005ead,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_52771565b4b04f3a,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5295cce3f56da3fa,1,1,1,UNIQUE_ROW
CFG731_52a32c0fb4bd3f9a,1,1,1,UNIQUE_ROW
CFG731_52a97c9fea993426,1,1,1,UNIQUE_ROW
CFG731_52c239afbc97db38,1,1,1,UNIQUE_ROW
CFG731_52ce549ff41a9332,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_52d6df1869142d7d,1,1,1,UNIQUE_ROW
CFG731_531d24932ca67dc3,1,1,1,UNIQUE_ROW
CFG731_5331dc313830f4cb,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5362e45ac22e6417,1,1,1,UNIQUE_ROW
CFG731_53cffcda6b4f1ffb,1,1,1,UNIQUE_ROW
CFG731_541ce2492ce71d94,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5444319e6c3ad2b8,1,1,1,UNIQUE_ROW
CFG731_54559f782190a122,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_54946322ece48230,1,1,1,UNIQUE_ROW
CFG731_54b63f2628adfc32,1,1,1,UNIQUE_ROW
CFG731_54d0898d8032273d,1,1,1,UNIQUE_ROW
CFG731_54eb49b16de55b41,1,1,1,UNIQUE_ROW
CFG731_54f76cb8cac8d338,1,1,1,UNIQUE_ROW
CFG731_550d755cbeee6b89,1,1,1,UNIQUE_ROW
CFG731_554bd51cbf8da9ba,1,1,1,UNIQUE_ROW
CFG731_555c215c4639435a,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_55620bd5ef4cd10a,1,1,1,UNIQUE_ROW
CFG731_557eff71f11cfc98,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_558c0cc81a7cd52b,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_55a5f4221fbaea16,1,1,1,UNIQUE_ROW
CFG731_55d3237d65c8a47c,1,1,1,UNIQUE_ROW
CFG731_55e37d2b9d20276c,8,1,1,EXACT_DUPLICATE_ROWS
CFG731_5619990314e85743,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_56310c55a01272a3,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_563ef0dc6253e3f7,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_565e3731063ff5c5,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_567b2aa90592cf41,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5690130201345e77,1,1,1,UNIQUE_ROW
CFG731_56ccaebbaa08bd29,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_56dbee462245ee56,1,1,1,UNIQUE_ROW
CFG731_56e4b0def3749424,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_56f0dbd067fcbe02,1,1,1,UNIQUE_ROW
CFG731_5718ef9495972b30,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_574aa7a29f75cd60,15,1,1,EXACT_DUPLICATE_ROWS
CFG731_576db798689c655c,1,1,1,UNIQUE_ROW
CFG731_5789f006b670582c,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_579057193c092394,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_57a2b410fc32b41a,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_57b3b3a6958ee330,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_582d2e914f2f625b,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_584d4f5b54752e2e,1,1,1,UNIQUE_ROW
CFG731_5858277a5a994569,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5869cd9805e6c1ca,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_58800a7247788516,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5882bd12beb09203,1,1,1,UNIQUE_ROW
CFG731_58b9913d8024b015,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_58ed6f9d3568afba,1,1,1,UNIQUE_ROW
CFG731_593831cdbe971c70,1,1,1,UNIQUE_ROW
CFG731_5995fa9fd5d1242f,9,1,1,EXACT_DUPLICATE_ROWS
CFG731_59cf92483eaddfcb,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_59d41a45b5e132f2,1,1,1,UNIQUE_ROW
CFG731_59f11353d30c03ee,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_59f73311cf3c5679,1,1,1,UNIQUE_ROW
CFG731_59f86789e43d86f1,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_5a14e01af9745dda,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_5a8170a3daa0efb9,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_5aad423ad5989441,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_5ae746dac49a854b,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5ae84b6119935c38,1,1,1,UNIQUE_ROW
CFG731_5afc698ebd8d5284,1,1,1,UNIQUE_ROW
CFG731_5b19041707affaab,1,1,1,UNIQUE_ROW
CFG731_5b4a5fddf8aa5e11,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5bb390da70b6fee3,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5bcbd41401fcf7c5,1,1,1,UNIQUE_ROW
CFG731_5be384035f37d372,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_5be5a82ac0b29989,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_5be9d749d8317fd3,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_5bf68569c7ddfc7c,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5bfe9492c76587ec,9,1,1,EXACT_DUPLICATE_ROWS
CFG731_5c33c9851b120b80,1,1,1,UNIQUE_ROW
CFG731_5c624ef6fa2b6510,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5c80dfb541787e3e,1,1,1,UNIQUE_ROW
CFG731_5cae68c0a1d5db32,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5cded878b0996b37,1,1,1,UNIQUE_ROW
CFG731_5cfa203ca7029f1c,1,1,1,UNIQUE_ROW
CFG731_5d2495d91e9fa868,1,1,1,UNIQUE_ROW
CFG731_5d255cf6dd296018,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5d345c0f49f6f272,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5d42a8deb0fcb3d7,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5d88e63d941ec6fd,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5dd35c89836ec88e,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_5dd42015f6f61801,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_5de6ca53a86b09c9,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5e0166a160f3ed77,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5e037d5a44e366b4,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5e196c3042b50ed0,1,1,1,UNIQUE_ROW
CFG731_5e2afc74c0c26cfc,1,1,1,UNIQUE_ROW
CFG731_5e50b9bcbfa0b051,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_5e57a3f6d3b745b8,7,1,1,EXACT_DUPLICATE_ROWS
CFG731_5e5ad5db2756273d,1,1,1,UNIQUE_ROW
CFG731_5e61ce3b60d15e11,4,1,1,EXACT_DUPLICATE_ROWS
CFG731_5ea309f998205da7,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5eab817ba3f25626,1,1,1,UNIQUE_ROW
CFG731_5ed193735e1217cd,1,1,1,UNIQUE_ROW
CFG731_5f07d1fd22503872,1,1,1,UNIQUE_ROW
CFG731_5f2fdad66cde083e,3,1,1,EXACT_DUPLICATE_ROWS
CFG731_5f4002ede5e39c69,1,1,1,UNIQUE_ROW
CFG731_5f5f37f4d005417e,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5f8ddbba4a0cb6e7,1,1,1,UNIQUE_ROW
CFG731_5f915cea568a3a1e,1,1,1,UNIQUE_ROW
CFG731_5f9d5671c315ce06,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5fb1bce2eb72cec6,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5fe81a6927bfed57,1,1,1,UNIQUE_ROW
CFG731_5feb84333ab424ba,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_5ffc2d74e4a3fb5a,1,1,1,UNIQUE_ROW
CFG731_6004951b9749cb7f,1,1,1,UNIQUE_ROW
CFG731_6077133dce604e06,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_6084e24782dc3f55,1,1,1,UNIQUE_ROW
CFG731_608c0251ef380592,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_60943f1ab66aced1,1,1,1,UNIQUE_ROW
CFG731_60ab3311c49ebbc6,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_60e89591320e894c,1,1,1,UNIQUE_ROW
CFG731_60f3aae8ede70fe0,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_6122ed4297a0659b,1,1,1,UNIQUE_ROW
CFG731_612322a75794f61a,1,1,1,UNIQUE_ROW
CFG731_613ed23f00a94a96,2,1,1,EXACT_DUPLICATE_ROWS
CFG731_6152af85eafd81bb,1,1,1,UNIQUE_ROW
CFG731_617247356a7014fb,5,1,1,EXACT_DUPLICATE_ROWS
CFG731_618cb6c1c21feda4,6,1,1,EXACT_DUPLICATE_ROWS
CFG731_61aecba5f711a3bf,1,1,1,UNIQUE_ROW
CFG731_61e03f690afcaa1a,2,1,1,EXACT_DUPLICATE_ROWS
