canonical_configuration_id,row_count,duplicate_rows
CFG731_5b4a5fddf8aa5e11,2,1
CFG731_0dd81a588b2a1411,2,1
CFG731_4a3529e56644911e,2,1
CFG731_a9ec8cda9130252f,2,1
CFG731_80e3b04d167bbba8,2,1
CFG731_582d2e914f2f625b,2,1
CFG731_ddfa4ab00c1bcdd0,2,1
CFG731_0ee5d1627cfddbbd,2,1
CFG731_e24b476e4eb9ee5d,2,1
CFG731_7630270d2245c283,2,1
CFG731_de1b4a889540ef0e,2,1
CFG731_bf7f206c47d2ca18,2,1
CFG731_c670511258ae4a49,2,1
CFG731_83f956404d04e6cd,2,1
CFG731_ec83ad3bde5df955,2,1
CFG731_b7e47b5e3ac0c072,2,1
CFG731_8c36814d277b2fda,2,1
CFG731_b078d97fa9fdd1d9,2,1
CFG731_3cfe26a4a6491587,2,1
CFG731_7765429ffa27b59a,2,1
CFG731_37fcb5ee957aede4,2,1
CFG731_ac352f2a7f2cc7ab,2,1
CFG731_26a55fc6510692e1,2,1
CFG731_491a198d9cd06e17,2,1
CFG731_34e092c266a308aa,2,1
CFG731_f560db8c82450ee1,2,1
CFG731_ba4b6f259b7b32c4,2,1
CFG731_1b33a9ed446bc0fd,2,1
CFG731_9f9bc93c4b0253cf,2,1
CFG731_3399b9d467bfc71a,2,1
CFG731_4514730a70640409,2,1
CFG731_166343048c227f3c,2,1
CFG731_a70e307c2ffca857,2,1
CFG731_faa6b560b4d99a0a,2,1
CFG731_eea573acdafa9ee3,2,1
CFG731_399690ce112d8d2a,2,1
CFG731_bd51fba2aacb1a3c,2,1
CFG731_5869cd9805e6c1ca,2,1
CFG731_9b931b5025055c84,2,1
CFG731_5fb1bce2eb72cec6,2,1
CFG731_05cddc1cd5eab9c6,2,1
CFG731_b7c5e5eddd92ed3a,2,1
CFG731_f879c0aaba152069,2,1
CFG731_960e69befde5f9f6,2,1
CFG731_d19d1ea3b97eb177,2,1
CFG731_7733a6e26ede07b9,2,1
CFG731_d647249920724d90,2,1
CFG731_acd18bc8a73cfdde,2,1
CFG731_5f9d5671c315ce06,2,1
CFG731_8e6f935bd5bd53ff,2,1
CFG731_c585b182e5ecfc9a,2,1
CFG731_5cae68c0a1d5db32,2,1
CFG731_166dd118cf42e953,2,1
CFG731_7942d32924313c96,2,1
CFG731_2defd08a3d98d7b7,2,1
CFG731_541ce2492ce71d94,2,1
CFG731_e8f6cbe0006a0957,2,1
CFG731_8ce087647633b913,2,1
CFG731_adfd119b20585b0b,2,1
CFG731_467e11f2e0bc0666,2,1
CFG731_c3a136a8630f644d,2,1
CFG731_f2009d42f55088a9,2,1
CFG731_035be486053fdb66,2,1
CFG731_1f31b1bf8dc9e962,2,1
CFG731_482678d927834b42,2,1
CFG731_4374ad7ccac15076,2,1
CFG731_6bfa8b2b74b9bf6a,2,1
CFG731_35e14b6b3e26be25,2,1
CFG731_ee29f2335bd7638f,2,1
CFG731_bd771effc0c19f23,2,1
CFG731_20e62aeb01c953da,2,1
CFG731_4d7e108ea05eeb07,2,1
CFG731_c8308576aedaf2a4,2,1
CFG731_3d652e6a54b1c68b,2,1
CFG731_c9f7a6e9a165e99d,2,1
CFG731_fd3397424975992e,2,1
CFG731_398f0644f18e0acf,2,1
CFG731_7ffc09802c7b60bf,2,1
CFG731_88cb619bd3d90e89,2,1
CFG731_fb16e30f5bbb87f2,2,1
CFG731_5858277a5a994569,2,1
CFG731_c09a2b39ab3ecba0,2,1
CFG731_558c0cc81a7cd52b,2,1
CFG731_d4be02ad7e56a796,2,1
CFG731_962b6fcde3072947,2,1
CFG731_38ae91744109d504,2,1
CFG731_c35b817e9679c657,2,1
CFG731_b196505f1b584939,2,1
CFG731_2e49817fa45fc350,2,1
CFG731_f6ea64d2965a329a,2,1
CFG731_10ddc0a4eaffecd3,2,1
CFG731_5247c83d5f005ead,2,1
CFG731_6d0d64ab66a91d89,2,1
CFG731_56e4b0def3749424,2,1
CFG731_52ce549ff41a9332,2,1
CFG731_3f43e18524472dbe,2,1
CFG731_6cf8dfe53732fc0a,2,1
CFG731_07364aa0260e0bc7,2,1
CFG731_0be1e83a71642630,2,1
CFG731_e201a8a6e4588b00,2,1
CFG731_ed19d16aecf53db8,2,1
CFG731_e0b367441bde560f,2,1
CFG731_e116a79dd463fd7e,2,1
CFG731_b479671c7b7638f0,2,1
CFG731_bd2172ffd6b9273a,2,1
CFG731_3ab6d9037260e8b1,2,1
CFG731_dbd5a2176d0b595a,2,1
CFG731_aa31c7019e5fef74,2,1
CFG731_58b9913d8024b015,2,1
CFG731_48d7cdb31a45af93,2,1
CFG731_69502d87794881ea,2,1
CFG731_214b769209164299,2,1
CFG731_41b81999e34ef823,2,1
CFG731_02c05dd3bc721c1b,2,1
CFG731_ddbc59cfdb50b468,2,1
CFG731_8e97bb2bec352a2c,2,1
CFG731_509cb555eca833a1,2,1
CFG731_624f3002b3cf1e19,2,1
CFG731_941753987cdaff4b,2,1
CFG731_3c070a82e4102784,2,1
CFG731_ed3701dcbeea7cf9,2,1
CFG731_782638eae748ba9a,2,1
CFG731_29087c573d8c896f,2,1
CFG731_5bf68569c7ddfc7c,2,1
CFG731_20e0d69972310e9f,2,1
CFG731_f8b0b03f1ea66d75,2,1
CFG731_b9b5d9aed8259a39,2,1
CFG731_4d39aa53959ccce3,2,1
CFG731_f7533d37b29ce240,2,1
CFG731_02dc397796156de1,2,1
CFG731_efc9d6b915117e15,2,1
CFG731_d4a9fe62acefba0d,2,1
CFG731_f9cbe189d57c95a1,2,1
CFG731_7822370b42865359,2,1
CFG731_c65188f44544a3f1,2,1
CFG731_45cf7219dd66904b,2,1
CFG731_f97e51d1da57d99f,2,1
CFG731_cb2e63f823697ceb,2,1
CFG731_2009b1ab4cbc0ffb,2,1
CFG731_c725c1a52aab3a73,2,1
CFG731_baea6ba4f05ba964,2,1
CFG731_329b582435fea539,2,1
CFG731_e5e722b510c96bb7,2,1
CFG731_a61306c90e862e5e,2,1
CFG731_31c4aded40f9387f,2,1
CFG731_875f5d7eec61db7e,2,1
CFG731_aa7f1abab518f995,2,1
CFG731_4dd88391f253d6d5,2,1
CFG731_bb61f56875b25c60,2,1
CFG731_7282d6f5ee4e2e9b,2,1
CFG731_a33c667d1d10050f,2,1
CFG731_c821f5044ae6d2ab,2,1
CFG731_8e4b27324ee77112,2,1
CFG731_f7f0034a8b15f329,2,1
CFG731_b16b5f82b033935f,2,1
CFG731_241261e6f2e0673c,2,1
CFG731_0893c2d75c71d33c,2,1
CFG731_f84558a188ec14c0,2,1
CFG731_ef980c35ed5ff3e4,2,1
CFG731_869a9209459ecf4d,2,1
CFG731_e6347d1013395849,2,1
CFG731_624c46bfa7e46ad0,2,1
CFG731_999fe1a8f2314c11,2,1
CFG731_c353dea77be13566,2,1
CFG731_28ed390fb80cb66f,2,1
CFG731_62b88f35eaf74362,2,1
CFG731_b44b2e6818291871,2,1
CFG731_9a88481e80177d0c,2,1
CFG731_cccd499c66b31e99,2,1
CFG731_38414c1018b8f89e,2,1
CFG731_bd3c08ff576a8cab,2,1
CFG731_8956c16bd3b9a345,2,1
CFG731_70eca1c499fc63ad,2,1
CFG731_6e791fbe7ba5db5e,2,1
CFG731_5191b7dfd5137ba1,2,1
CFG731_35443b2ee17ecca9,2,1
CFG731_7203705eed387b0a,2,1
CFG731_abcee67081353f16,2,1
CFG731_1490cd30a236283e,2,1
CFG731_8b6eb20d56ad0a7c,2,1
CFG731_82d9cee5883aea0f,2,1
CFG731_75db38d1df65a8f3,2,1
CFG731_0bb185f546403346,2,1
CFG731_973d201e6585b77f,2,1
CFG731_14269a1a57ac4cbc,2,1
CFG731_567b2aa90592cf41,2,1
CFG731_2eae9204301f61ab,2,1
CFG731_138c3af793fa9c6a,2,1
CFG731_f2765a45b3166d3a,2,1
CFG731_9676c8784fca6c61,2,1
CFG731_f4dfffb8a9fa30f7,2,1
CFG731_da4c25a66741a917,2,1
CFG731_d8c9e5b1edc3b4b3,2,1
CFG731_a41486ba2b9da31d,2,1
CFG731_d61788aab0d61e0f,2,1
CFG731_ef7dc9987c0ff289,2,1
CFG731_5789f006b670582c,2,1
CFG731_5d88e63d941ec6fd,2,1
CFG731_7ea8c51038ca5bfd,2,1
CFG731_6436acf7faa1f61d,2,1
CFG731_90035585549005ff,2,1
CFG731_a2a709ad804cc5a2,2,1
CFG731_f2984ef18273dd81,2,1
CFG731_f0b756a84ac83cc9,2,1
CFG731_6b809c836e3ca8a1,2,1
CFG731_60f3aae8ede70fe0,2,1
CFG731_d135404efcd6265d,2,1
CFG731_5183e80259db3dc7,2,1
CFG731_393275fee9e35746,2,1
CFG731_c1474b769ba134e4,2,1
CFG731_3662a471d9ce3167,2,1
CFG731_0bb38b2038fb1e69,2,1
CFG731_9e051f7b4daa8c5e,2,1
CFG731_d584b35cfce34cc7,2,1
CFG731_fe424f85d85e1c0c,2,1
CFG731_b228aa35c0b027ac,2,1
CFG731_02cc92e24847d6c0,2,1
CFG731_164591062a2b3589,2,1
CFG731_aa8c30a4f1baca2e,2,1
CFG731_e41b982d6fc688b8,2,1
CFG731_9421d0dfc4fe58b8,2,1
CFG731_1f7c154d7e34e86e,2,1
CFG731_61e03f690afcaa1a,2,1
CFG731_693e4f56d8944ca7,2,1
CFG731_2cc93d20b679415d,2,1
CFG731_b848918cab1cb35d,2,1
CFG731_9e13de19970e4646,2,1
CFG731_96c2ea74f0083869,2,1
CFG731_eb5b34784d068b66,2,1
CFG731_665dac4d746cec5c,2,1
CFG731_15f034f7c265528f,2,1
CFG731_4d84757c3603b51c,2,1
CFG731_91db1daa00b95603,2,1
CFG731_dca3d8725270dd93,2,1
CFG731_2686ab8bb7012e53,2,1
CFG731_d0ecb3eeefd1c920,2,1
CFG731_45d35cf8bc922687,2,1
CFG731_8d9f29ebcd8f04bd,2,1
CFG731_b339d839e10eb209,2,1
CFG731_23a1ed9427c6dc1f,2,1
CFG731_d32eee68715fee63,2,1
CFG731_e66ce98c9fc7fa3b,2,1
CFG731_f57aa7e1d23d1414,2,1
CFG731_a89154111c50850c,2,1
CFG731_8ade52b2e74d0235,2,1
CFG731_d22e45d35b3b7f29,2,1
CFG731_6077133dce604e06,2,1
CFG731_d258fff6b39ba941,2,1
CFG731_d8a10cfbf11bf067,2,1
CFG731_25765da4bfc4a3b0,2,1
CFG731_20991e8bae2729c8,2,1
CFG731_613ed23f00a94a96,2,1
CFG731_5feb84333ab424ba,2,1
CFG731_901acdfc4a61ad77,2,1
CFG731_f18a3ccbf3550dd1,2,1
CFG731_c63da0cdbb0b3444,2,1
CFG731_c4d0e2da53e6a22c,2,1
CFG731_7a885e8a3e0ce8ad,2,1
CFG731_b757671ab14f2876,2,1
CFG731_9b48d8977da96686,2,1
CFG731_3bcde7f8df32303c,2,1
CFG731_7d6fec687910546d,2,1
CFG731_6ede5dc2097b5bcf,2,1
CFG731_11da8cc369b71f5a,2,1
CFG731_b10c597ca89c3f56,2,1
CFG731_af36a6c70f11950b,2,1
CFG731_ab4075c601d1397c,2,1
CFG731_60ab3311c49ebbc6,2,1
CFG731_6abef6894a44fcd0,2,1
CFG731_5de6ca53a86b09c9,2,1
CFG731_7e8127b22098c853,2,1
CFG731_37c55138c4eebb90,2,1
CFG731_608c0251ef380592,2,1
CFG731_27481a3518f630c6,2,1
CFG731_e1de683ed3edd33f,2,1
CFG731_141d6b58a722961b,2,1
CFG731_d5d49996cad115b3,2,1
CFG731_c4b74e40f4a24125,2,1
CFG731_c7103e34e50d624a,2,1
CFG731_e565a13ef4701c2d,2,1
CFG731_f6025c8da02be6ce,2,1
CFG731_6ceb4e8172836111,2,1
CFG731_214106ade9f79641,2,1
CFG731_17becc4d045fdd6e,2,1
CFG731_ef6e203c92a71c88,2,1
CFG731_bdd144687fe20504,2,1
CFG731_6732a45f1271ab43,2,1
CFG731_903051672b581bab,2,1
CFG731_fa91f60062985c6d,2,1
CFG731_b8db8783f5774853,2,1
CFG731_5bb390da70b6fee3,2,1
CFG731_0c5cd97f5c20149b,2,1
CFG731_467283c67651467d,2,1
CFG731_7756caaf4e5e2963,2,1
CFG731_b2229c50a5d9ad96,2,1
CFG731_bbd32ea73f3dabf1,2,1
CFG731_d8843ca5e91f93ae,2,1
CFG731_dac27b97cd6b7ff8,2,1
CFG731_e1a359096a360a7b,2,1
CFG731_923f6cb4226dc2a4,2,1
CFG731_fb3a51904298e616,2,1
CFG731_5e0166a160f3ed77,2,1
CFG731_1f2a166cde9ede02,2,1
CFG731_ddd1ce28a3456ff6,2,1
CFG731_aa9e47c85fcdb938,2,1
CFG731_228013cfd0470f7a,2,1
CFG731_7393da73e12c3f06,2,1
CFG731_bcb75237dcbc3975,2,1
CFG731_066f7ea81f7d110c,2,1
CFG731_c640b5e8e10ff5e6,2,1
CFG731_aaecd8f48f0639a0,2,1
CFG731_e4f7fe15e8ccf2c9,2,1
CFG731_f5876a81d70adf82,2,1
CFG731_25c733523f45b8a2,2,1
CFG731_f693af423cd0a85a,2,1
CFG731_1dfb5999b1debe3a,2,1
CFG731_d057ad35aef0eea2,2,1
CFG731_39b102df312b9763,2,1
CFG731_9a6bb2143f8f76ed,2,1
CFG731_4144999ac09e5fdc,2,1
CFG731_867e73503f493aa1,2,1
CFG731_1d7625425d9a9146,2,1
CFG731_1e692ee109597ef2,2,1
CFG731_d40b624cb7b84a81,2,1
CFG731_12d9cb8d41e8f486,2,1
CFG731_70576b93aef3bc09,2,1
CFG731_d22124ab181ae0a4,2,1
CFG731_48332037deb06db4,2,1
CFG731_0988a349490181d9,2,1
CFG731_14ec1773441318c2,2,1
CFG731_0db950a4979d2c52,2,1
CFG731_b761b914f76d159e,2,1
CFG731_a38141e3f47b5259,2,1
CFG731_bbcb665ced67f8c3,2,1
CFG731_7c358bf1aa4ea94e,2,1
CFG731_adf1bbb0fbae3d43,2,1
CFG731_ab7c99e095bc84f9,2,1
CFG731_7e2eb98eda74b038,2,1
CFG731_0836695982aaa38c,2,1
CFG731_945ec45cf3b7cf9b,2,1
CFG731_7f6c0412b6d497fb,2,1
CFG731_f0818b6e9953d652,2,1
CFG731_f84a3b5f8ae2ffee,2,1
CFG731_055d57f6088031a6,2,1
CFG731_c108b657efc147c3,2,1
CFG731_56310c55a01272a3,2,1
CFG731_78ea99817ca8be6a,2,1
CFG731_1a94d4f54519245f,2,1
CFG731_9d1ffcce07240574,2,1
CFG731_4fa965828957289a,2,1
CFG731_e08dfad4737be3d9,2,1
CFG731_c348ae803bb36511,2,1
CFG731_a6dd1d1aa0613d49,2,1
CFG731_19ca9bcd323192d2,2,1
CFG731_39083521b1413e72,2,1
CFG731_3d79b5ed69541acc,2,1
CFG731_db8bcd9b778dd779,2,1
CFG731_de371e3e32a80802,2,1
CFG731_d3256527bf7fe65c,2,1
CFG731_eea9998b9f9a0bdb,2,1
CFG731_85891d97ce4083b3,2,1
CFG731_58800a7247788516,2,1
CFG731_1e04c9611da5e298,2,1
CFG731_9b7849ea5c974903,2,1
CFG731_fb76e1a3b49d565f,2,1
CFG731_031651b598bdbd79,2,1
CFG731_8e2d07b105a096f1,2,1
CFG731_7f493b76fa02174d,2,1
CFG731_cf93550b4257fc7d,2,1
CFG731_2bbfd30aeb5b5782,2,1
CFG731_25f80262f61e7497,2,1
CFG731_b5f8987a85e1ce9a,2,1
CFG731_5d42a8deb0fcb3d7,2,1
CFG731_ca8649ba85200ffb,2,1
CFG731_fa6b5a7df55858c0,2,1
CFG731_0d6df01ace2df68d,2,1
CFG731_ac8195f5cce7d089,2,1
CFG731_147ff4a19b4bcc48,2,1
CFG731_4664eb01d8e0d814,2,1
CFG731_75b93da9dd9b0316,2,1
CFG731_187ec74b5c4854aa,2,1
CFG731_bc06761f9c625643,2,1
CFG731_068dfb669c5d2e98,2,1
CFG731_c580e57f48a370de,2,1
CFG731_d21c75b44ecc736a,2,1
CFG731_f55693c6f4f3dcb0,2,1
CFG731_9cedc4ecc45a4b46,2,1
CFG731_c42374cc9dea3494,2,1
CFG731_c66891bf502d2d83,2,1
CFG731_631ccc0b317dc962,2,1
CFG731_6e27958dc8215006,2,1
CFG731_8eb1a4c3831aebc6,2,1
CFG731_c525a37447671864,2,1
CFG731_b3cd6a1a19fbc328,2,1
CFG731_8f2f3a7ba66ea526,2,1
CFG731_de1ec1b96e1e485e,2,1
CFG731_b80f5441ee56ff19,2,1
CFG731_a6849487313f00ac,2,1
CFG731_de67d4c164ed05bc,2,1
CFG731_dbe9c00b3af80524,2,1
CFG731_162b59c5f8cf5a72,2,1
CFG731_364810dcd7f32a0c,2,1
CFG731_3ac187941df4fdac,2,1
CFG731_efd04893c134641c,2,1
CFG731_257fecba9143d12f,2,1
CFG731_83a3644f76b45069,2,1
CFG731_3d5919a152529e0c,2,1
CFG731_ab5177144fa1d704,2,1
CFG731_5f5f37f4d005417e,2,1
CFG731_c52e06c2d714087a,2,1
CFG731_36afe1d5d5adcebd,2,1
CFG731_d517f4f2d9736ee5,2,1
CFG731_089eb10797cdf87e,2,1
CFG731_3fcc8154cde02384,2,1
CFG731_950a2c81247480fc,2,1
CFG731_a2369b4e4d48ee5d,2,1
CFG731_0848f22447616e6f,2,1
CFG731_4cb67cdc021380a4,2,1
CFG731_04d132f563cdece8,2,1
CFG731_8cc1111f5cc6cf56,2,1
