metric,value
rfqs_evaluated,5000.0
true_positives,29087.0
false_positives,6041.0
false_negatives,41391.0
precision,0.8280289227966294
recall,0.4127103493288686
f1,0.5508588527167018
exact_rfq_matches,0.0
exact_match_rate,0.0
