metric,value
rfqs_evaluated,5000.0
predicted_requirements,175108.0
ground_truth_requirements,70478.0
true_positives,69716.0
false_positives,105392.0
false_negatives,762.0
precision,0.39813143888343194
recall,0.9891881154402792
f1,0.5677522334335019
exact_rfq_matches,0.0
exact_match_rate,0.0
