rfq_id,candidate_count,top_score,top_mandatory_coverage,top_preferred_coverage,top_overall_coverage,top_exact_count,top_contradiction_count,top_novalue_count,true_rank,mode,package_aware
RFQ731-002418,2913,37.98788583822379,0.9338717875784299,1.0,0.9375,15,1,0,5,V8_EXTRACTED,True
RFQ731-002419,2913,34.22517080747765,0.8833248901962646,1.0,0.9333333333333333,14,0,1,193,V8_EXTRACTED,True
RFQ731-002420,218,26.6353516799204,0.675178014915266,1.0,0.8461538461538461,11,1,1,139,V8_EXTRACTED,True
RFQ731-002421,595,33.58507117908387,0.9233774125128732,1.0,0.9333333333333333,14,1,0,3,V8_EXTRACTED,True
RFQ731-002422,2913,38.24084083070296,0.9395438456656431,1.0,0.9333333333333333,14,1,0,96,V8_EXTRACTED,True
RFQ731-002423,2913,31.949709383486248,0.9185859058129294,1.0,0.9333333333333333,14,1,0,7,V8_EXTRACTED,True
RFQ731-002424,2913,16.165128719570838,0.6769367827369972,1.0,0.8333333333333334,10,1,1,26,V8_EXTRACTED,True
RFQ731-002425,2913,29.91273203642818,0.8402067283968429,1.0,0.9333333333333333,14,1,0,13,V8_EXTRACTED,True
RFQ731-002426,2913,32.757399986393125,1.0,1.0,1.0,12,0,0,15,V8_EXTRACTED,True
RFQ731-002427,595,38.597102945357946,1.0,1.0,1.0,14,0,0,22,V8_EXTRACTED,True
RFQ731-002428,121,22.119829521011418,0.8715362869811762,1.0,0.9,9,1,0,5,V8_EXTRACTED,True
RFQ731-002429,2913,28.054776488597362,0.7719807987918469,1.0,0.875,14,1,1,47,V8_EXTRACTED,True
RFQ731-002430,218,44.995365931448504,1.0,1.0,1.0,12,0,0,1,V8_EXTRACTED,True
RFQ731-002431,2913,21.557642087643522,0.7726472566597004,1.0,0.8571428571428571,12,2,0,73,V8_EXTRACTED,True
RFQ731-002432,2913,35.11893138891857,1.0,1.0,1.0,13,0,0,16,V8_EXTRACTED,True
RFQ731-002433,2913,33.06798944539321,1.0,1.0,1.0,11,0,0,4,V8_EXTRACTED,True
RFQ731-002434,2913,23.021413705793208,0.8024030285028932,1.0,0.9285714285714286,13,1,0,1,V8_EXTRACTED,True
RFQ731-002435,2913,35.70567166047674,1.0,1.0,1.0,13,0,0,2,V8_EXTRACTED,True
RFQ731-002436,595,28.73818622549563,0.7486396791288223,1.0,0.8666666666666667,13,1,1,4,V8_EXTRACTED,True
RFQ731-002437,2913,38.34400665438453,0.9356945717897025,1.0,0.9285714285714286,13,0,1,77,V8_EXTRACTED,True
RFQ731-002438,595,32.9267391073173,0.9215164006040187,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002439,49,43.295020567501524,0.9071886028311958,1.0,0.8666666666666667,13,1,1,1,V8_EXTRACTED,True
RFQ731-002440,121,31.948595901393585,0.9188079324342306,1.0,0.9090909090909091,10,1,0,6,V8_EXTRACTED,True
RFQ731-002441,2913,33.53449837979485,1.0,1.0,1.0,12,0,0,3,V8_EXTRACTED,True
RFQ731-002442,595,33.95553238441403,0.9243871832489309,1.0,0.9333333333333333,14,1,0,2,V8_EXTRACTED,True
RFQ731-002443,2913,28.03640995267927,0.8314171517497263,1.0,0.9285714285714286,13,1,0,31,V8_EXTRACTED,True
RFQ731-002444,2913,40.77180428981501,1.0,1.0,1.0,15,0,0,1,V8_EXTRACTED,True
RFQ731-002445,49,43.29502056750154,0.9071886028311961,1.0,0.8666666666666667,13,1,1,1,V8_EXTRACTED,True
RFQ731-002446,2913,42.68889230979345,0.9113408755047712,1.0,0.9375,15,0,1,9,V8_EXTRACTED,True
RFQ731-002447,2913,31.686481948071002,0.9177595398817557,1.0,0.9333333333333333,14,1,0,25,V8_EXTRACTED,True
RFQ731-002448,595,38.98590789919571,1.0,1.0,1.0,14,0,0,132,V8_EXTRACTED,True
RFQ731-002449,595,38.24805091966994,1.0,1.0,1.0,14,0,0,2,V8_EXTRACTED,True
RFQ731-002450,2913,37.98715222676556,0.8624349469759229,1.0,0.8888888888888888,16,1,1,39,V8_EXTRACTED,True
RFQ731-002451,595,35.605491974762586,1.0,1.0,1.0,12,0,0,95,V8_EXTRACTED,True
RFQ731-002452,218,18.543762363984207,0.5880470559276939,1.0,0.8181818181818182,9,1,1,169,V8_EXTRACTED,True
RFQ731-002453,2913,33.906336197912836,0.9242931400526249,1.0,0.9285714285714286,13,1,0,185,V8_EXTRACTED,True
RFQ731-002454,218,20.22124952044677,0.7674913787765619,1.0,0.7272727272727273,8,2,1,19,V8_EXTRACTED,True
RFQ731-002455,121,31.966664941103147,0.8712533845310041,1.0,0.8461538461538461,11,1,1,1,V8_EXTRACTED,True
RFQ731-002456,595,33.00147637336292,0.9217321041803279,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002457,2913,25.982958030607726,0.8205038979031704,1.0,0.9333333333333333,14,1,0,6,V8_EXTRACTED,True
RFQ731-002458,595,37.336285412520084,0.941068236606785,1.0,0.9333333333333333,14,0,1,2,V8_EXTRACTED,True
RFQ731-002459,595,29.930544536446796,0.9178976170695333,1.0,0.9230769230769231,12,1,0,35,V8_EXTRACTED,True
RFQ731-002460,2913,30.571048891496208,0.9141179474765581,1.0,0.9285714285714286,13,1,0,2,V8_EXTRACTED,True
RFQ731-002461,2913,15.926655241917564,0.7283741498714431,1.0,0.8571428571428571,12,2,0,84,V8_EXTRACTED,True
RFQ731-002462,2913,22.04013865691924,0.7758096697361286,1.0,0.8571428571428571,12,2,0,51,V8_EXTRACTED,True
RFQ731-002463,2913,37.06481609749922,1.0,1.0,1.0,14,0,0,5,V8_EXTRACTED,True
RFQ731-002464,2913,23.083646304223027,0.8781847430869343,1.0,0.9090909090909091,10,1,0,3,V8_EXTRACTED,True
RFQ731-002465,2913,29.795682927422842,0.8049353366792343,1.0,0.875,14,1,1,1,V8_EXTRACTED,True
RFQ731-002466,2913,15.927658093481702,0.6739673590179148,1.0,0.8,12,2,1,245,V8_EXTRACTED,True
RFQ731-002467,595,37.68262194157868,1.0,1.0,1.0,14,0,0,5,V8_EXTRACTED,True
RFQ731-002468,2913,23.623640874091627,0.8063773821576208,1.0,0.9285714285714286,13,1,0,2,V8_EXTRACTED,True
RFQ731-002469,2913,38.99520417016879,1.0,1.0,1.0,13,0,0,25,V8_EXTRACTED,True
RFQ731-002470,595,36.89692644236709,0.9400988031959445,1.0,0.9333333333333333,14,0,1,1,V8_EXTRACTED,True
RFQ731-002471,595,32.65170157930473,1.0,1.0,1.0,12,0,0,103,V8_EXTRACTED,True
RFQ731-002472,595,31.49983477508566,0.8712739495019257,1.0,0.8666666666666667,13,1,1,35,V8_EXTRACTED,True
RFQ731-002473,121,37.83678034760561,1.0,1.0,1.0,11,0,0,1,V8_EXTRACTED,True
RFQ731-002474,595,33.16002007802237,0.8950891591776241,1.0,0.8823529411764706,15,2,0,1,V8_EXTRACTED,True
RFQ731-002475,2913,24.675377916867866,0.8130656694287213,1.0,0.9230769230769231,12,1,0,36,V8_EXTRACTED,True
RFQ731-002476,2913,27.687450565463024,0.8295931715870379,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002477,2913,37.71978332608708,1.0,1.0,1.0,14,0,0,1,V8_EXTRACTED,True
RFQ731-002478,595,28.216505806337302,0.810986986267007,1.0,0.8571428571428571,12,1,1,51,V8_EXTRACTED,True
RFQ731-002479,2913,37.742708916419545,0.8615901804099599,1.0,0.8823529411764706,15,1,1,24,V8_EXTRACTED,True
RFQ731-002480,2913,33.82244366238886,0.8816206904964817,1.0,0.9285714285714286,13,0,1,10,V8_EXTRACTED,True
RFQ731-002481,218,19.579306328194466,0.600308416330663,1.0,0.7142857142857143,10,2,2,83,V8_EXTRACTED,True
RFQ731-002482,121,40.015665550804016,0.8959777818923137,1.0,0.8461538461538461,11,0,2,1,V8_EXTRACTED,True
RFQ731-002483,49,39.59089747698749,0.8235910750535814,1.0,0.8,12,1,2,1,V8_EXTRACTED,True
RFQ731-002484,291,30.750786741461624,0.9225096935019714,1.0,0.9166666666666666,11,0,1,70,V8_EXTRACTED,True
RFQ731-002485,595,34.67530041401427,0.9322457000714931,1.0,0.9285714285714286,13,0,1,103,V8_EXTRACTED,True
RFQ731-002486,595,27.248988133170116,0.9010331568205783,1.0,0.9230769230769231,12,1,0,3,V8_EXTRACTED,True
RFQ731-002487,218,19.656893506116408,0.6005026953944317,1.0,0.7333333333333333,11,2,2,69,V8_EXTRACTED,True
RFQ731-002488,121,20.252635990770575,0.6187164718039425,1.0,0.8181818181818182,9,0,2,79,V8_EXTRACTED,True
RFQ731-002489,121,21.47292964612997,0.6669009323305335,1.0,0.9,9,0,1,79,V8_EXTRACTED,True
RFQ731-002490,2913,35.452001061035645,0.9282486275928498,1.0,0.9285714285714286,13,1,0,2,V8_EXTRACTED,True
RFQ731-002491,2913,41.15077790641928,1.0,1.0,1.0,14,0,0,108,V8_EXTRACTED,True
RFQ731-002492,2913,34.23403702042677,0.843675169090743,1.0,0.8888888888888888,16,1,1,6,V8_EXTRACTED,True
RFQ731-002493,121,16.432799732403506,0.5565491695144406,1.0,0.7142857142857143,10,1,3,54,V8_EXTRACTED,True
RFQ731-002494,595,21.998902547152685,0.6079812794479859,1.0,0.75,12,1,3,14,V8_EXTRACTED,True
RFQ731-002495,2913,31.52083943714291,0.8470636320707419,1.0,0.9375,15,1,0,11,V8_EXTRACTED,True
RFQ731-002496,2913,36.800413425506434,0.9364135998297262,1.0,0.9333333333333333,14,1,0,60,V8_EXTRACTED,True
RFQ731-002497,2913,35.34537803847422,1.0,1.0,1.0,13,0,0,7,V8_EXTRACTED,True
RFQ731-002498,2913,36.0511228324619,0.9538767258376936,1.0,0.9333333333333333,14,1,0,114,V8_EXTRACTED,True
RFQ731-002499,595,32.48789409983731,0.9283546982960332,1.0,0.9285714285714286,13,0,1,30,V8_EXTRACTED,True
RFQ731-002500,2913,36.35244155678122,0.8918753424933548,1.0,0.9333333333333333,14,0,1,51,V8_EXTRACTED,True
RFQ731-002501,595,29.49231686826477,0.9102334181268606,1.0,0.9285714285714286,13,1,0,5,V8_EXTRACTED,True
RFQ731-002502,595,28.605942945992187,0.7973586706793967,1.0,0.8666666666666667,13,1,1,1,V8_EXTRACTED,True
RFQ731-002503,2913,37.099409344935395,0.8945517129068402,1.0,0.9375,15,0,1,23,V8_EXTRACTED,True
RFQ731-002504,2913,39.540246023575435,1.0,1.0,1.0,14,0,0,4,V8_EXTRACTED,True
RFQ731-002505,2913,33.55743393955923,0.9291151337742083,1.0,0.9230769230769231,12,1,0,62,V8_EXTRACTED,True
RFQ731-002506,2913,44.725157467009225,1.0,1.0,1.0,16,0,0,12,V8_EXTRACTED,True
RFQ731-002507,595,35.01254075710039,1.0,1.0,1.0,12,0,0,6,V8_EXTRACTED,True
RFQ731-002508,2913,26.198759987902285,0.7608433706242383,1.0,0.8666666666666667,13,1,1,371,V8_EXTRACTED,True
RFQ731-002509,2913,27.808456608631907,0.8302769276641022,1.0,0.9285714285714286,13,1,0,44,V8_EXTRACTED,True
RFQ731-002510,595,26.139409486046613,0.8397460326101683,1.0,0.8461538461538461,11,1,1,77,V8_EXTRACTED,True
RFQ731-002511,2913,34.58313699213983,0.8848539577820204,1.0,0.9333333333333333,14,0,1,28,V8_EXTRACTED,True
RFQ731-002512,2913,27.687450565463017,0.8295931715870379,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002513,2913,32.07918479137163,0.9189864619223352,1.0,0.9333333333333333,14,1,0,13,V8_EXTRACTED,True
RFQ731-002514,595,31.665887143787923,0.9176941951855829,1.0,0.9333333333333333,14,1,0,40,V8_EXTRACTED,True
RFQ731-002515,2913,38.02901236297766,0.8977598813646854,1.0,0.9375,15,0,1,55,V8_EXTRACTED,True
RFQ731-002516,2913,22.3238802832618,0.7977185538083488,1.0,0.9230769230769231,12,1,0,11,V8_EXTRACTED,True
RFQ731-002517,2913,33.362096320044174,0.839884391244008,1.0,0.8666666666666667,13,1,1,402,V8_EXTRACTED,True
RFQ731-002518,2913,35.92730850591464,1.0,1.0,1.0,14,0,0,142,V8_EXTRACTED,True
RFQ731-002519,2913,39.16939306911175,0.9410244942106688,1.0,0.9375,15,1,0,9,V8_EXTRACTED,True
RFQ731-002520,2913,39.304631684368026,0.9607383362104464,1.0,0.9333333333333333,14,1,0,5,V8_EXTRACTED,True
RFQ731-002521,2913,42.51137404759982,1.0,1.0,1.0,15,0,0,2,V8_EXTRACTED,True
RFQ731-002522,595,38.91487860501266,1.0,1.0,1.0,14,0,0,1,V8_EXTRACTED,True
RFQ731-002523,2913,36.37598337370176,1.0,1.0,1.0,13,0,0,4,V8_EXTRACTED,True
RFQ731-002524,2913,29.56592602277567,0.8386372356167509,1.0,0.9333333333333333,14,1,0,6,V8_EXTRACTED,True
RFQ731-002525,595,33.425014322206394,0.7982460825901795,1.0,0.9285714285714286,13,0,1,1,V8_EXTRACTED,True
RFQ731-002526,595,36.205907986705284,1.0,1.0,1.0,13,0,0,1,V8_EXTRACTED,True
RFQ731-002527,2913,41.1302506055173,0.9072092262247919,1.0,0.9375,15,0,1,56,V8_EXTRACTED,True
RFQ731-002528,121,16.991498488097143,0.6110589301982369,1.0,0.8181818181818182,9,1,1,79,V8_EXTRACTED,True
RFQ731-002529,2913,42.86422225854462,0.9117554957262721,1.0,0.9411764705882353,16,0,1,8,V8_EXTRACTED,True
RFQ731-002530,595,36.10808746222208,1.0,1.0,1.0,13,0,0,27,V8_EXTRACTED,True
RFQ731-002531,2913,40.43679778621294,0.9434431355055806,1.0,0.9411764705882353,16,1,0,1,V8_EXTRACTED,True
RFQ731-002532,2913,39.35217757310189,1.0,1.0,1.0,15,0,0,3,V8_EXTRACTED,True
RFQ731-002533,291,44.21301326803223,0.9677442338781591,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002534,2913,33.32229295187887,1.0,1.0,1.0,12,0,0,9,V8_EXTRACTED,True
RFQ731-002535,2913,27.917500271028196,0.8308242061647401,1.0,0.9285714285714286,13,1,0,6,V8_EXTRACTED,True
RFQ731-002536,218,30.717861016403702,1.0,1.0,1.0,9,0,0,6,V8_EXTRACTED,True
RFQ731-002537,2913,28.06142560538781,0.8097651365950268,1.0,0.8666666666666667,13,1,1,32,V8_EXTRACTED,True
RFQ731-002538,595,30.175360169279482,0.9127316095310696,1.0,0.9285714285714286,13,1,0,3,V8_EXTRACTED,True
RFQ731-002539,595,29.563467066966197,0.9166029101801886,1.0,0.9230769230769231,12,1,0,27,V8_EXTRACTED,True
RFQ731-002540,2913,29.489550847498585,0.8382875957312742,1.0,0.9333333333333333,14,1,0,13,V8_EXTRACTED,True
RFQ731-002541,121,30.461402410995163,0.8554896863568606,1.0,0.8,8,0,2,5,V8_EXTRACTED,True
RFQ731-002542,2913,29.583725240450942,0.8035968468713315,1.0,0.875,14,1,1,1,V8_EXTRACTED,True
RFQ731-002543,2913,31.90720919572034,0.9245173356101932,1.0,0.9230769230769231,12,1,0,654,V8_EXTRACTED,True
RFQ731-002544,595,29.544119327109545,0.8594071758030541,1.0,0.8666666666666667,13,1,1,2,V8_EXTRACTED,True
RFQ731-002545,2913,31.901051007730103,0.8749693673437703,1.0,0.875,14,2,0,43,V8_EXTRACTED,True
RFQ731-002546,595,33.12587551078168,0.9221293163604084,1.0,0.9285714285714286,13,1,0,1,V8_EXTRACTED,True
RFQ731-002547,2913,42.6287749109013,1.0,1.0,1.0,15,0,0,1,V8_EXTRACTED,True
RFQ731-002548,595,35.177138469463394,0.9360194325757587,1.0,0.9285714285714286,13,0,1,1,V8_EXTRACTED,True
RFQ731-002549,595,37.25576506415755,0.9408928848862059,1.0,0.9333333333333333,14,0,1,1,V8_EXTRACTED,True
RFQ731-002550,595,35.82368910881874,0.9290765649642264,1.0,0.9375,15,1,0,1,V8_EXTRACTED,True
RFQ731-002551,595,35.953215132095025,0.9355786816181191,1.0,0.9285714285714286,13,0,1,29,V8_EXTRACTED,True
RFQ731-002552,2913,31.248782699707156,0.8690861969266175,1.0,0.9230769230769231,12,0,1,68,V8_EXTRACTED,True
RFQ731-002553,595,32.15391751679787,1.0,1.0,1.0,10,0,0,9,V8_EXTRACTED,True
RFQ731-002554,2913,37.26949980858825,1.0,1.0,1.0,14,0,0,33,V8_EXTRACTED,True
RFQ731-002555,2913,27.42420779942226,0.8036662428556682,1.0,0.8823529411764706,15,2,0,1,V8_EXTRACTED,True
RFQ731-002556,2913,32.58147080996123,0.9264181309446693,1.0,0.9285714285714286,13,1,0,462,V8_EXTRACTED,True
RFQ731-002557,595,30.461660128019535,0.9137389936953795,1.0,0.9285714285714286,13,1,0,2,V8_EXTRACTED,True
RFQ731-002558,2913,26.960086354209807,0.8259873301815772,1.0,0.9230769230769231,12,1,0,2,V8_EXTRACTED,True
RFQ731-002559,595,31.108515929027043,0.7788668955940741,1.0,0.8235294117647058,14,1,2,40,V8_EXTRACTED,True
RFQ731-002560,2913,28.374770691032936,0.7738264217738209,1.0,0.875,14,1,1,11,V8_EXTRACTED,True
RFQ731-002561,2913,31.920611425357265,0.8486933319426146,1.0,0.9375,15,1,0,2,V8_EXTRACTED,True
RFQ731-002562,595,33.14563994357391,0.9303902246076518,1.0,0.9285714285714286,13,0,1,13,V8_EXTRACTED,True
RFQ731-002563,595,29.832791404879597,1.0,1.0,1.0,10,0,0,6,V8_EXTRACTED,True
RFQ731-002564,595,31.128886769206435,0.916001146103555,1.0,0.9285714285714286,13,1,0,3,V8_EXTRACTED,True
RFQ731-002565,2913,36.157086931145045,0.8911411463415482,1.0,0.9333333333333333,14,0,1,1,V8_EXTRACTED,True
RFQ731-002566,2913,33.4230966287708,0.9286858747720793,1.0,0.9230769230769231,12,0,1,167,V8_EXTRACTED,True
RFQ731-002567,2913,29.18741210793395,0.8368900043141164,1.0,0.9333333333333333,14,1,0,23,V8_EXTRACTED,True
RFQ731-002568,2913,39.40670490774815,0.9366626850755612,1.0,0.9411764705882353,16,1,0,2,V8_EXTRACTED,True
RFQ731-002569,2913,25.48841066246154,0.7562397488926929,1.0,0.8666666666666667,13,1,1,23,V8_EXTRACTED,True
RFQ731-002570,595,30.38143071193106,1.0,1.0,1.0,10,0,0,1,V8_EXTRACTED,True
RFQ731-002571,2913,16.545758082863042,0.7481853984103464,1.0,0.9090909090909091,10,1,0,46,V8_EXTRACTED,True
RFQ731-002572,595,31.897023049731985,0.8724982206129426,1.0,0.9230769230769231,12,0,1,48,V8_EXTRACTED,True
RFQ731-002573,2913,28.03640995267927,0.8314171517497263,1.0,0.9285714285714286,13,1,0,7,V8_EXTRACTED,True
RFQ731-002574,121,33.46116300791367,0.9231727963002981,1.0,0.9166666666666666,11,1,0,1,V8_EXTRACTED,True
RFQ731-002575,218,18.120066547706397,0.7703211597874189,1.0,0.7777777777777778,7,1,1,8,V8_EXTRACTED,True
RFQ731-002576,595,33.325110750343455,0.7976087197878466,1.0,0.9285714285714286,13,0,1,2,V8_EXTRACTED,True
RFQ731-002577,2913,23.557332531130047,0.7829570428300897,1.0,0.875,14,2,0,2,V8_EXTRACTED,True
RFQ731-002578,97,32.869542186787264,0.8689702860968105,1.0,0.8333333333333334,10,1,1,1,V8_EXTRACTED,True
RFQ731-002579,2913,40.78286918622349,1.0,1.0,1.0,14,0,0,128,V8_EXTRACTED,True
RFQ731-002580,2913,34.46329876741507,1.0,1.0,1.0,12,0,0,1,V8_EXTRACTED,True
RFQ731-002581,595,36.09090991839288,1.0,1.0,1.0,13,0,0,19,V8_EXTRACTED,True
RFQ731-002582,2913,29.336092997109922,0.8375806465801079,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002583,2913,37.79772056742685,0.9344413634661347,1.0,0.9285714285714286,13,0,1,1,V8_EXTRACTED,True
RFQ731-002584,218,36.25787087190961,0.9354082738042808,1.0,0.9090909090909091,10,1,0,20,V8_EXTRACTED,True
RFQ731-002585,2913,41.261241145727425,0.9399865157915982,1.0,0.9444444444444444,17,1,0,1,V8_EXTRACTED,True
RFQ731-002586,595,30.904746827014865,0.9152542189187165,1.0,0.9285714285714286,13,1,0,5,V8_EXTRACTED,True
RFQ731-002587,2913,26.221721471642418,0.760989427090614,1.0,0.8666666666666667,13,1,1,1,V8_EXTRACTED,True
RFQ731-002588,121,23.54305901086321,0.7994784878075795,1.0,0.8181818181818182,9,0,2,68,V8_EXTRACTED,True
RFQ731-002589,291,26.633157021589383,0.9355109423763562,1.0,0.9090909090909091,10,1,0,75,V8_EXTRACTED,True
RFQ731-002590,2913,37.06521486298675,1.0,1.0,1.0,15,0,0,11,V8_EXTRACTED,True
RFQ731-002591,2913,28.85125507679839,0.9078245745462379,1.0,0.9230769230769231,12,1,0,25,V8_EXTRACTED,True
RFQ731-002592,2913,29.928084373689423,0.84027552626997,1.0,0.9333333333333333,14,1,0,26,V8_EXTRACTED,True
RFQ731-002593,595,35.682033953876285,0.937247652577995,1.0,0.9333333333333333,14,0,1,16,V8_EXTRACTED,True
RFQ731-002594,2913,21.078698041320198,0.705966814319374,1.0,0.8125,13,2,1,1,V8_EXTRACTED,True
RFQ731-002595,595,32.249162862379166,1.0,1.0,1.0,12,0,0,27,V8_EXTRACTED,True
RFQ731-002596,2913,37.060412377045616,0.9371947421990504,1.0,0.9333333333333333,14,1,0,17,V8_EXTRACTED,True
RFQ731-002597,595,37.022742015064026,0.8943230320923333,1.0,0.9333333333333333,14,0,1,17,V8_EXTRACTED,True
RFQ731-002598,595,32.622225130435766,0.9288316100978697,1.0,0.9230769230769231,12,0,1,2,V8_EXTRACTED,True
RFQ731-002599,2913,36.40438722441522,0.8531591721701037,1.0,0.8823529411764706,15,1,1,16,V8_EXTRACTED,True
RFQ731-002600,2913,32.59290112541538,0.9206296639944562,1.0,0.9230769230769231,12,1,0,348,V8_EXTRACTED,True
RFQ731-002601,595,32.82656803904085,0.9212670833372593,1.0,0.9285714285714286,13,1,0,52,V8_EXTRACTED,True
RFQ731-002602,218,42.51422464484605,1.0,1.0,1.0,11,0,0,2,V8_EXTRACTED,True
RFQ731-002603,2913,36.43487771634769,1.0,1.0,1.0,14,0,0,60,V8_EXTRACTED,True
RFQ731-002604,218,32.56370232185617,1.0,1.0,1.0,9,0,0,8,V8_EXTRACTED,True
RFQ731-002605,595,34.65757569073249,0.8417998705462788,1.0,0.875,14,0,2,13,V8_EXTRACTED,True
RFQ731-002606,121,32.06447794114842,0.8636570607756197,1.0,0.8461538461538461,11,0,2,4,V8_EXTRACTED,True
RFQ731-002607,2913,27.7830800160747,0.7703910534917584,1.0,0.875,14,1,1,49,V8_EXTRACTED,True
RFQ731-002608,2913,36.57953114553642,0.9308020387782804,1.0,0.9411764705882353,16,1,0,9,V8_EXTRACTED,True
RFQ731-002609,291,42.395951799004514,0.9503718952823967,1.0,0.9285714285714286,13,0,1,6,V8_EXTRACTED,True
RFQ731-002610,2913,37.58265614163436,1.0,1.0,1.0,14,0,0,66,V8_EXTRACTED,True
RFQ731-002611,121,33.17653755033217,0.922374724780808,1.0,0.9166666666666666,11,1,0,1,V8_EXTRACTED,True
RFQ731-002612,2913,27.13654744965502,0.8268283061942788,1.0,0.9285714285714286,13,1,0,93,V8_EXTRACTED,True
RFQ731-002613,2913,39.059767965546236,1.0,1.0,1.0,15,0,0,1,V8_EXTRACTED,True
RFQ731-002614,2913,37.37226492375959,1.0,1.0,1.0,13,0,0,1,V8_EXTRACTED,True
RFQ731-002615,2913,34.236104696192655,0.9251017780827425,1.0,0.9375,15,1,0,8,V8_EXTRACTED,True
RFQ731-002616,595,36.03264962939966,0.9578496068316813,1.0,0.9333333333333333,14,1,0,1,V8_EXTRACTED,True
RFQ731-002617,2913,31.91005154489778,0.9184624431360734,1.0,0.9333333333333333,14,1,0,29,V8_EXTRACTED,True
RFQ731-002618,2913,26.256063761355854,0.822100810184379,1.0,0.9285714285714286,13,1,0,21,V8_EXTRACTED,True
RFQ731-002619,2913,30.934769143974762,0.8673698084549041,1.0,0.9230769230769231,12,0,1,334,V8_EXTRACTED,True
RFQ731-002620,595,37.98470443641064,1.0,1.0,1.0,13,0,0,1,V8_EXTRACTED,True
RFQ731-002621,121,37.89645463745909,0.8890532677724978,1.0,0.8333333333333334,10,0,2,2,V8_EXTRACTED,True
RFQ731-002622,2913,31.39550568495942,1.0,1.0,1.0,11,0,0,7,V8_EXTRACTED,True
RFQ731-002623,291,21.836798180880233,0.8380302526367924,1.0,0.8333333333333334,10,2,0,4,V8_EXTRACTED,True
RFQ731-002624,2913,34.85518443141251,0.9267025578883646,1.0,0.9375,15,1,0,2,V8_EXTRACTED,True
RFQ731-002625,49,46.094766086423746,0.913204876853745,1.0,0.875,14,1,1,1,V8_EXTRACTED,True
RFQ731-002626,121,26.958538935256342,1.0,1.0,1.0,9,0,0,2,V8_EXTRACTED,True
RFQ731-002627,595,34.825136355141325,0.8426672200719497,1.0,0.875,14,0,2,10,V8_EXTRACTED,True
RFQ731-002628,218,43.559335096853175,1.0,1.0,1.0,12,0,0,1,V8_EXTRACTED,True
RFQ731-002629,595,33.197259523380566,0.8787747640721166,1.0,0.9285714285714286,13,0,1,8,V8_EXTRACTED,True
RFQ731-002630,2913,16.9700160978561,0.7528769719695577,1.0,0.9,9,1,0,6,V8_EXTRACTED,True
RFQ731-002631,2913,36.091167736461784,0.9296801202542155,1.0,0.9411764705882353,16,1,0,3,V8_EXTRACTED,True
RFQ731-002632,218,34.00126509641623,0.8874113533988391,1.0,0.9166666666666666,11,1,0,2,V8_EXTRACTED,True
RFQ731-002633,2913,32.94945107018434,0.9216233267290459,1.0,0.9285714285714286,13,1,0,19,V8_EXTRACTED,True
RFQ731-002634,2913,34.17805954913041,1.0,1.0,1.0,12,0,0,159,V8_EXTRACTED,True
RFQ731-002635,2913,36.268460134803895,0.8915139434605266,1.0,0.9375,15,0,1,14,V8_EXTRACTED,True
RFQ731-002636,595,41.77355760024608,1.0,1.0,1.0,15,0,0,10,V8_EXTRACTED,True
RFQ731-002637,595,33.14874461535012,0.9528248408596639,1.0,0.9230769230769231,12,1,0,32,V8_EXTRACTED,True
RFQ731-002638,2913,31.465149925061056,0.8468339118547419,1.0,0.9375,15,1,0,2,V8_EXTRACTED,True
RFQ731-002639,2913,37.70651938332077,0.9332847352560747,1.0,0.9375,15,1,0,289,V8_EXTRACTED,True
RFQ731-002640,595,36.78018673340067,0.9589960168983073,1.0,0.9333333333333333,14,1,0,9,V8_EXTRACTED,True
RFQ731-002641,2913,28.379736206732396,0.8331069640452304,1.0,0.9285714285714286,13,1,0,1,V8_EXTRACTED,True
RFQ731-002642,595,29.709339187807927,0.862763909561432,1.0,0.8571428571428571,12,1,1,201,V8_EXTRACTED,True
RFQ731-002643,2913,29.20251747462573,0.9385995013182773,1.0,0.9166666666666666,11,1,0,4,V8_EXTRACTED,True
RFQ731-002644,595,29.618216757158653,0.8597906927863107,1.0,0.8666666666666667,13,1,1,5,V8_EXTRACTED,True
RFQ731-002645,2913,19.627126795512154,0.7110578454400402,1.0,0.8571428571428571,12,1,1,21,V8_EXTRACTED,True
RFQ731-002646,595,24.44372780606498,0.8276497418415185,1.0,0.8461538461538461,11,1,1,152,V8_EXTRACTED,True
RFQ731-002647,2913,16.003352251260658,0.7290826142664478,1.0,0.8571428571428571,12,2,0,19,V8_EXTRACTED,True
RFQ731-002648,2913,34.87504531777953,1.0,1.0,1.0,12,0,0,10,V8_EXTRACTED,True
RFQ731-002649,595,26.139409486046613,0.8397460326101684,1.0,0.8461538461538461,11,1,1,2,V8_EXTRACTED,True
RFQ731-002650,2913,40.595731837524895,0.9057042710376559,1.0,0.9375,15,0,1,237,V8_EXTRACTED,True
