metric,value
real_source_records,1056.0
real_canonical_configurations,412.0
target_synthetic_records,5000.0
generated_synthetic_records,2957.0
generation_attempts,300000.0
acceptance_rate_percent,0.9856666666666667
unique_synthetic_canonical_configurations,2957.0
constraint_valid_records,2957.0
