source_row,characteristic,raw_value,rule_type,parsed_values,value_count
44,Unnamed: 0,May,fixed_value,May,1
44,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
44,marke,'flexim',fixed_value,'flexim',1
44,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
44,installationsart,'stationaer',fixed_value,'stationaer',1
44,devCategory,'F',fixed_value,'F',1
44,type,'731',fixed_value,'731',1
44,characteristic,'GP',fixed_value,'GP',1
44,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
44,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
44,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
44,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
44,protectionArea,'2',fixed_value,'2',1
44,intrinsicSafety,'N',fixed_value,'N',1
44,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
44,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
44,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
44,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
44,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
44,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
44,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
44,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
44,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
44,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
44,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
44,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
44,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
44,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
44,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
44,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
44,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
44,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
44,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
44,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
44,spannung0_10v,NOVALUE,novalue,NOVALUE,1
44,spannung0_1v,NOVALUE,novalue,NOVALUE,1
44,stromAktiv,NOVALUE,novalue,NOVALUE,1
44,stromAktiv24,NOVALUE,novalue,NOVALUE,1
44,stromPassiv,NOVALUE,novalue,NOVALUE,1
44,stromPassivExib,NOVALUE,novalue,NOVALUE,1
44,StromPassivExia,NOVALUE,novalue,NOVALUE,1
44,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
44,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
44,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
44,stromEingaenge,NOVALUE,novalue,NOVALUE,1
44,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
44,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
44,temperaturEingaenge,NOVALUE,novalue,NOVALUE,1
44,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
44,hardwareAP,NOVALUE,novalue,NOVALUE,1
44,steamApplication,NOVALUE,novalue,NOVALUE,1
44,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
44,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
44,inclusiveManual,'QI',fixed_value,'QI',1
44,powerCable,NOVALUE,novalue,NOVALUE,1
44,carryingCase,NOVALUE,novalue,NOVALUE,1
44,measuringTape,NOVALUE,novalue,NOVALUE,1
44,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
44,dynamicGasMaster,NOVALUE,novalue,NOVALUE,1
44,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
45,Unnamed: 0,May,fixed_value,May,1
45,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
45,marke,'flexim',fixed_value,'flexim',1
45,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
45,installationsart,'stationaer',fixed_value,'stationaer',1
45,devCategory,'F',fixed_value,'F',1
45,type,'731',fixed_value,'731',1
45,characteristic,'GP',fixed_value,'GP',1
45,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
45,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
45,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
45,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
45,protectionArea,'2',fixed_value,'2',1
45,intrinsicSafety,'N',fixed_value,'N',1
45,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
45,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
45,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
45,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
45,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
45,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
45,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
45,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
45,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
45,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
45,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
45,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
45,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
45,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
45,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
45,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
45,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
45,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
45,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
45,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
45,spannung0_10v,NOVALUE,novalue,NOVALUE,1
45,spannung0_1v,NOVALUE,novalue,NOVALUE,1
45,stromAktiv,NOVALUE,novalue,NOVALUE,1
45,stromAktiv24,NOVALUE,novalue,NOVALUE,1
45,stromPassiv,NOVALUE,novalue,NOVALUE,1
45,stromPassivExib,NOVALUE,novalue,NOVALUE,1
45,StromPassivExia,NOVALUE,novalue,NOVALUE,1
45,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
45,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
45,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
45,stromEingaenge,NOVALUE,novalue,NOVALUE,1
45,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
45,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
45,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
45,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
45,hardwareAP,NOVALUE,novalue,NOVALUE,1
45,steamApplication,NOVALUE,novalue,NOVALUE,1
45,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
45,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
45,inclusiveManual,'QI',fixed_value,'QI',1
45,powerCable,NOVALUE,novalue,NOVALUE,1
45,carryingCase,NOVALUE,novalue,NOVALUE,1
45,measuringTape,NOVALUE,novalue,NOVALUE,1
45,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
45,dynamicGasMaster,NOVALUE,novalue,NOVALUE,1
45,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
46,Unnamed: 0,May,fixed_value,May,1
46,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
46,marke,'flexim',fixed_value,'flexim',1
46,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
46,installationsart,'stationaer',fixed_value,'stationaer',1
46,devCategory,'F',fixed_value,'F',1
46,type,'731',fixed_value,'731',1
46,characteristic,'GP',fixed_value,'GP',1
46,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
46,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
46,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
46,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
46,protectionArea,'2',fixed_value,'2',1
46,intrinsicSafety,'N',fixed_value,'N',1
46,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
46,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
46,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
46,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
46,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
46,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
46,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
46,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
46,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
46,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
46,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
46,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
46,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
46,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
46,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
46,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
46,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
46,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
46,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
46,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
46,spannung0_10v,NOVALUE,novalue,NOVALUE,1
46,spannung0_1v,NOVALUE,novalue,NOVALUE,1
46,stromAktiv,NOVALUE,novalue,NOVALUE,1
46,stromAktiv24,NOVALUE,novalue,NOVALUE,1
46,stromPassiv,NOVALUE,novalue,NOVALUE,1
46,stromPassivExib,NOVALUE,novalue,NOVALUE,1
46,StromPassivExia,NOVALUE,novalue,NOVALUE,1
46,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
46,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
46,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
46,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
46,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
46,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
46,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
46,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
46,hardwareAP,NOVALUE,novalue,NOVALUE,1
46,steamApplication,NOVALUE,novalue,NOVALUE,1
46,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
46,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
46,inclusiveManual,'QI',fixed_value,'QI',1
46,powerCable,NOVALUE,novalue,NOVALUE,1
46,carryingCase,NOVALUE,novalue,NOVALUE,1
46,measuringTape,NOVALUE,novalue,NOVALUE,1
46,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
46,dynamicGasMaster,NOVALUE,novalue,NOVALUE,1
46,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
47,Unnamed: 0,May,fixed_value,May,1
47,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
47,marke,'flexim',fixed_value,'flexim',1
47,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
47,installationsart,'stationaer',fixed_value,'stationaer',1
47,devCategory,'F',fixed_value,'F',1
47,type,'731',fixed_value,'731',1
47,characteristic,'GP',fixed_value,'GP',1
47,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
47,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
47,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
47,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
47,protectionArea,'2',fixed_value,'2',1
47,intrinsicSafety,'N',fixed_value,'N',1
47,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
47,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
47,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
47,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
47,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
47,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
47,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
47,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
47,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
47,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
47,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
47,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
47,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
47,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
47,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
47,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
47,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
47,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
47,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
47,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
47,spannung0_10v,NOVALUE,novalue,NOVALUE,1
47,spannung0_1v,NOVALUE,novalue,NOVALUE,1
47,stromAktiv,NOVALUE,novalue,NOVALUE,1
47,stromAktiv24,NOVALUE,novalue,NOVALUE,1
47,stromPassiv,NOVALUE,novalue,NOVALUE,1
47,stromPassivExib,NOVALUE,novalue,NOVALUE,1
47,StromPassivExia,NOVALUE,novalue,NOVALUE,1
47,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
47,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
47,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
47,stromEingaenge,NOVALUE,novalue,NOVALUE,1
47,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
47,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
47,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
47,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
47,hardwareAP,NOVALUE,novalue,NOVALUE,1
47,steamApplication,NOVALUE,novalue,NOVALUE,1
47,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
47,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
47,inclusiveManual,'QI',fixed_value,'QI',1
47,powerCable,NOVALUE,novalue,NOVALUE,1
47,carryingCase,NOVALUE,novalue,NOVALUE,1
47,measuringTape,NOVALUE,novalue,NOVALUE,1
47,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
47,dynamicGasMaster,NOVALUE,novalue,NOVALUE,1
47,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
48,Unnamed: 0,May,fixed_value,May,1
48,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
48,marke,'flexim',fixed_value,'flexim',1
48,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
48,installationsart,'stationaer',fixed_value,'stationaer',1
48,devCategory,'F',fixed_value,'F',1
48,type,'731',fixed_value,'731',1
48,characteristic,'GP',fixed_value,'GP',1
48,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
48,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
48,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
48,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
48,protectionArea,'2',fixed_value,'2',1
48,intrinsicSafety,'N',fixed_value,'N',1
48,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
48,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
48,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
48,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
48,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
48,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
48,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
48,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
48,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
48,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
48,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
48,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
48,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
48,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
48,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
48,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
48,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
48,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
48,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
48,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
48,spannung0_10v,NOVALUE,novalue,NOVALUE,1
48,spannung0_1v,NOVALUE,novalue,NOVALUE,1
48,stromAktiv,NOVALUE,novalue,NOVALUE,1
48,stromAktiv24,NOVALUE,novalue,NOVALUE,1
48,stromPassiv,NOVALUE,novalue,NOVALUE,1
48,stromPassivExib,NOVALUE,novalue,NOVALUE,1
48,StromPassivExia,NOVALUE,novalue,NOVALUE,1
48,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
48,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
48,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
48,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
48,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
48,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
48,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
48,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
48,hardwareAP,NOVALUE,novalue,NOVALUE,1
48,steamApplication,NOVALUE,novalue,NOVALUE,1
48,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
48,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
48,inclusiveManual,'QI',fixed_value,'QI',1
48,powerCable,NOVALUE,novalue,NOVALUE,1
48,carryingCase,NOVALUE,novalue,NOVALUE,1
48,measuringTape,NOVALUE,novalue,NOVALUE,1
48,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
48,dynamicGasMaster,NOVALUE,novalue,NOVALUE,1
48,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
49,Unnamed: 0,May,fixed_value,May,1
49,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
49,marke,'flexim',fixed_value,'flexim',1
49,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
49,installationsart,'stationaer',fixed_value,'stationaer',1
49,devCategory,'F',fixed_value,'F',1
49,type,'731',fixed_value,'731',1
49,characteristic,'GP',fixed_value,'GP',1
49,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
49,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
49,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
49,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
49,protectionArea,'2',fixed_value,'2',1
49,intrinsicSafety,'N',fixed_value,'N',1
49,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
49,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
49,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
49,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
49,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
49,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
49,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
49,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
49,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
49,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
49,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
49,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
49,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
49,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
49,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
49,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
49,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
49,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
49,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
49,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
49,spannung0_10v,NOVALUE,novalue,NOVALUE,1
49,spannung0_1v,NOVALUE,novalue,NOVALUE,1
49,stromAktiv,NOVALUE,novalue,NOVALUE,1
49,stromAktiv24,NOVALUE,novalue,NOVALUE,1
49,stromPassiv,NOVALUE,novalue,NOVALUE,1
49,stromPassivExib,NOVALUE,novalue,NOVALUE,1
49,StromPassivExia,NOVALUE,novalue,NOVALUE,1
49,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
49,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
49,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
49,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
49,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
49,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
49,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
49,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
49,hardwareAP,NOVALUE,novalue,NOVALUE,1
49,steamApplication,NOVALUE,novalue,NOVALUE,1
49,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
49,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
49,inclusiveManual,'QI',fixed_value,'QI',1
49,powerCable,NOVALUE,novalue,NOVALUE,1
49,carryingCase,NOVALUE,novalue,NOVALUE,1
49,measuringTape,NOVALUE,novalue,NOVALUE,1
49,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
49,dynamicGasMaster,NOVALUE,novalue,NOVALUE,1
49,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
50,Unnamed: 0,May,fixed_value,May,1
50,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
50,marke,'flexim',fixed_value,'flexim',1
50,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
50,installationsart,'stationaer',fixed_value,'stationaer',1
50,devCategory,'F',fixed_value,'F',1
50,type,'731',fixed_value,'731',1
50,characteristic,'GP',fixed_value,'GP',1
50,housing,"in {'ST', 'AL'}",allowed_values,ST|AL,2
50,powerSupply,"in {'1', '4'}",allowed_values,1|4,2
50,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
50,explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",allowed_values,A|E|P|J|S,5
50,protectionArea,'2',fixed_value,'2',1
50,intrinsicSafety,'N',fixed_value,'N',1
50,certification,"in {'NN', 'WN'}",allowed_values,NN|WN,2
50,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",allowed_values,NN|PA|MR|FF|BM,5
50,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
50,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
50,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
50,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
50,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
50,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
50,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
50,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
50,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
50,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
50,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
50,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
50,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
50,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
50,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
50,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
50,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
50,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
50,spannung0_10v,NOVALUE,novalue,NOVALUE,1
50,spannung0_1v,NOVALUE,novalue,NOVALUE,1
50,stromAktiv,NOVALUE,novalue,NOVALUE,1
50,stromAktiv24,NOVALUE,novalue,NOVALUE,1
50,stromPassiv,NOVALUE,novalue,NOVALUE,1
50,stromPassivExib,NOVALUE,novalue,NOVALUE,1
