rfqs_evaluated,top1_accuracy,top3_accuracy,top5_accuracy,top10_accuracy,mrr,mean_true_rank,median_true_rank,mode,package_aware
5000,0.5058,0.8442,0.9336,0.9902,0.6876164076566708,2.2026,1.0,ORACLE,False
5000,0.5058,0.8442,0.9336,0.9902,0.6876164076566708,2.2026,1.0,ORACLE,True
5000,0.2368,0.4964,0.6346,0.7788,0.4097913461193946,13.1788,4.0,V8_EXTRACTED,False
5000,0.2458,0.5104,0.6496,0.7922,0.42052489067238913,11.8812,3.0,V8_EXTRACTED,True
