regime,model,top1_ci_low,top1_ci_high,mrr_ci_low,mrr_ci_high,ndcg5_ci_low,ndcg5_ci_high
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,0.9166666666666666,0.953551912568306,0.9583333333333334,0.9764344262295082,0.9692001269394497,0.9825838229862454
MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,0.9139344262295082,0.9508196721311475,0.9569672131147541,0.9754098360655737,0.9682033544545302,0.9818490042740061
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,0.9153005464480874,0.9521857923497268,0.9576502732240437,0.9760928961748634,0.9686970062525447,0.9823102530470402
PROVENANCE_AWARE,HIST_GRADIENT_BOOSTING,0.9166666666666666,0.953551912568306,0.9583333333333334,0.9764344262295082,0.9692001269394497,0.9825838229862454
PROVENANCE_AWARE,LOGISTIC_REGRESSION,0.9139344262295082,0.9508196721311475,0.9569672131147541,0.9754098360655737,0.9682033544545302,0.9818490042740061
PROVENANCE_AWARE,RANDOM_FOREST,0.9153005464480874,0.9521857923497268,0.9576502732240437,0.9760928961748634,0.9686970062525447,0.9823102530470402
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,0.8797814207650273,0.9234972677595629,0.9378415300546448,0.9604963570127504,0.9540211072843514,0.9707442281735411
REALISTIC_BASELINE,LOGISTIC_REGRESSION,0.8838797814207651,0.9275956284153005,0.9402322404371585,0.9625483834244078,0.9557948339585733,0.9722899616283297
REALISTIC_BASELINE,RANDOM_FOREST,0.8743169398907104,0.9193989071038251,0.9354508196721312,0.9586748633879781,0.9522673573929609,0.969410774543135
