regime,model,feature,importance,rank,abs_importance
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,CATDIFF__config_stromSchaltbar__NOVALUE,0.0002666666666666,14,0.0002666666666666
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerOpenColl_MP__MP4,-6.666666666665932e-05,18,6.666666666665932e-05
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerOpenColl_MP__MP2,0.0,15,0.0
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerDigitalOpenColl_MN__MN2,0.0,16,0.0
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerDigitalOpenColl_MN__MN4,0.0,17,0.0
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerOpenColl_MP__MP1,1.5180180003431138,1,1.5180180003431138
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerDigitalOpenColl_MN__NOVALUE,1.4187318915547804,2,1.4187318915547804
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_dynamicGasMaster__1,0.9522472539306372,3,0.9522472539306372
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_dynamicGasMaster__NOVALUE,0.9522472539306372,4,0.9522472539306372
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerOpenColl_MP__MP4,0.927619165696244,5,0.927619165696244
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerDigitalOpenColl_MN__MN1,0.8526570410097241,6,0.8526570410097241
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerOpenColl_MP__NOVALUE,0.8465480553250492,7,0.8465480553250492
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_customUserFluid__1,0.7884557254957215,8,0.7884557254957215
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_customUserFluid__NOVALUE,0.7884557254957205,9,0.7884557254957205
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_dev_advMeterVerification__1,0.7729788063494082,10,0.7729788063494082
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_dev_advMeterVerification__NOVALUE,0.7729788063494082,11,0.7729788063494082
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_stromSchaltbar__CS1,0.7316504711915438,12,0.7316504711915438
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_stromSchaltbar__CS2,0.7048768090843527,13,0.7048768090843527
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_temperaturEingaenge__TT1,0.5122465037144474,14,0.5122465037144474
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_temperaturEingaenge__NOVALUE,0.5122465037144474,15,0.5122465037144474
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerDigitalOpenColl_MN__MN2,0.3433324939331748,16,0.3433324939331748
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerOpenColl_MP__MP2,0.2561492206781801,17,0.2561492206781801
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_binaerDigitalOpenColl_MN__MN4,0.2227423566118908,18,0.2227423566118908
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_stromEingaenge__IS1,0.0547772353922476,19,0.0547772353922476
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_stromEingaenge__NOVALUE,0.0547772353922476,20,0.0547772353922476
REALISTIC_BASELINE,LOGISTIC_REGRESSION,CATDIFF__config_stromSchaltbar__NOVALUE,0.0267736621071914,21,0.0267736621071914
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__NOVALUE,0.0773123405493451,1,0.0773123405493451
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__MP1,0.0770953613520137,2,0.0770953613520137
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_temperaturEingaenge__NOVALUE,0.0727546013233546,3,0.0727546013233546
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__MN1,0.0719351851652767,4,0.0719351851652767
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__NOVALUE,0.0690783728079868,5,0.0690783728079868
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_temperaturEingaenge__TT1,0.0686800895784858,6,0.0686800895784858
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_dev_advMeterVerification__NOVALUE,0.0679524500332592,7,0.0679524500332592
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_dev_advMeterVerification__1,0.0638393575711973,8,0.0638393575711973
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_stromSchaltbar__CS1,0.0638001207777785,9,0.0638001207777785
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_customUserFluid__NOVALUE,0.0616491536815178,10,0.0616491536815178
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_customUserFluid__1,0.0591248445718299,11,0.0591248445718299
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_dynamicGasMaster__NOVALUE,0.0564589704985224,12,0.0564589704985224
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_dynamicGasMaster__1,0.054200146157375,13,0.054200146157375
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_stromSchaltbar__NOVALUE,0.0535700948286499,14,0.0535700948286499
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_stromEingaenge__NOVALUE,0.0381285334294958,15,0.0381285334294958
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_stromEingaenge__IS1,0.0364785464508239,16,0.0364785464508239
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__MP4,0.0036371666494448,17,0.0036371666494448
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_stromSchaltbar__CS2,0.0033617399936343,18,0.0033617399936343
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__MN2,0.0003858393434589,19,0.0003858393434589
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__MP2,0.0003276777714781,20,0.0003276777714781
REALISTIC_BASELINE,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__MN4,0.0002294074650706,21,0.0002294074650706
