regime,model,transformed_feature,importance,absolute_importance,importance_type
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_dev_advMeterVerification_1,2.3622800389492107,2.3622800389492107,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_dynamicGasMaster_1,2.3240323866288337,2.3240323866288337,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_temperaturEingaenge_TT2,1.905570452444735,1.905570452444735,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_characteristic_TE,1.9055704524447326,1.9055704524447326,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_binaerOpenColl_MP_NOVALUE,-1.8873941201517621,1.8873941201517621,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_stromEingaenge_IS1,1.7477369577644692,1.7477369577644692,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_stromSchaltbar_CS2,-1.6918835968756722,1.6918835968756722,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_characteristic_ST,-1.6583169661847559,1.6583169661847559,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_temperaturEingaenge_TT1,1.612073474305398,1.612073474305398,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_customUserFluid_NOVALUE,-1.5926242375934159,1.5926242375934159,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_dev_advMeterVerification_NOVALUE,-1.5749842225276798,1.5749842225276798,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_dynamicGasMaster_NOVALUE,-1.5367365702073081,1.5367365702073081,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_binaerDigitalOpenColl_MN_MN2,1.399393918120559,1.399393918120559,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_binaerOpenColl_MP_MP4,-1.264360812879561,1.264360812879561,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_binaerOpenColl_MP_MP2,1.0876594411876188,1.0876594411876188,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_certification_NN,1.0752704409920324,1.0752704409920324,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_characteristic_PW,1.047641919376464,1.047641919376464,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_powerSupply,1.0343157286911056,1.0343157286911056,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_certification_MN,-1.0075629760633733,1.0075629760633733,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_stromEingaenge_NOVALUE,-0.9960708379572225,0.9960708379572225,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_stromSchaltbar_NOVALUE,-0.7276466820676456,0.7276466820676456,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_certification_CN,0.7195883514928848,0.7195883514928848,coefficient
REALISTIC_BASELINE,LOGISTIC_REGRESSION,config_dataInterface_MR,-0.689482269982241,0.689482269982241,coefficient
