regime,model,base_feature,transformed_feature_count,total_absolute_importance,mean_absolute_importance,max_absolute_importance,importance_rank
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_temperaturEingaenge_TT2,1,0.0046522240047994,0.0046522240047994,0.0046522240047994,40
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_devCategory_F,1,0.0046093281227102,0.0046093281227102,0.0046093281227102,41
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,evidence_level_MODERATE,1,0.0043046627124373,0.0043046627124373,0.0043046627124373,42
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_characteristic_TE,1,0.0041804834124394,0.0041804834124394,0.0041804834124394,43
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_characteristic_ST,1,0.0040680226836791,0.0040680226836791,0.0040680226836791,44
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerDigitalOpenColl_MN_MN1,1,0.0040592474880089,0.0040592474880089,0.0040592474880089,45
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_explosionApproval_K,1,0.0039371047565271,0.0039371047565271,0.0039371047565271,46
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,evidence_level_VERY_STRONG,1,0.0038810148688424,0.0038810148688424,0.0038810148688424,47
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_steamApplication_NOVALUE,1,0.0038319622805297,0.0038319622805297,0.0038319622805297,48
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerOpenColl_MP_MP1,1,0.0034743880208353,0.0034743880208353,0.0034743880208353,49
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_characteristic_CA,1,0.0034378435031181,0.0034378435031181,0.0034378435031181,50
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_protectionArea_N,1,0.0034291873163558,0.0034291873163558,0.0034291873163558,51
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerOpenColl_MP_NOVALUE,1,0.0034066529886183,0.0034066529886183,0.0034066529886183,52
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerDigitalOpenColl_MN_MN4,1,0.0033988544569432,0.0033988544569432,0.0033988544569432,53
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_explosionApproval_A,1,0.0033852594026223,0.0033852594026223,0.0033852594026223,54
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerDigitalOpenColl_MN_NOVALUE,1,0.0033322772947597,0.0033322772947597,0.0033322772947597,55
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_protectionArea_2,1,0.0032746923777257,0.0032746923777257,0.0032746923777257,56
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_devCategory_H,1,0.0032438116249536,0.0032438116249536,0.0032438116249536,57
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_explosionApproval_N,1,0.0032427449289535,0.0032427449289535,0.0032427449289535,58
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_explosionApproval_F,1,0.0027525513830414,0.0027525513830414,0.0027525513830414,59
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_dynamicGasMaster_NOVALUE,1,0.0025522559405519,0.0025522559405519,0.0025522559405519,60
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_dynamicGasMaster_1,1,0.0023516478673596,0.0023516478673596,0.0023516478673596,61
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,generation_method_DEPENDENCY_TWO_CHARACTERISTIC,1,0.0023498111078523,0.0023498111078523,0.0023498111078523,62
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_dev_advMeterVerification_NOVALUE,1,0.0022938365447644,0.0022938365447644,0.0022938365447644,63
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,generation_method_ONE_CHARACTERISTIC,1,0.0022555103100396,0.0022555103100396,0.0022555103100396,64
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_dev_advMeterVerification_1,1,0.0021094862697864,0.0021094862697864,0.0021094862697864,65
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerDigitalOpenColl_MN_MN2,1,0.0020709489821102,0.0020709489821102,0.0020709489821102,66
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_characteristic_PW,1,0.0017345221742173,0.0017345221742173,0.0017345221742173,67
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_numberOfChannels,1,0.0016435888507507,0.0016435888507507,0.0016435888507507,68
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_characteristic_WD,1,0.0015748702897491,0.0015748702897491,0.0015748702897491,69
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_devCategory_S,1,0.0015205351063401,0.0015205351063401,0.0015205351063401,70
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,evidence_level_LOW,1,0.0014627135921704,0.0014627135921704,0.0014627135921704,71
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_steamApplication_N,1,0.0013708415607982,0.0013708415607982,0.0013708415607982,72
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_dataInterface_MT,1,0.0011458171204988,0.0011458171204988,0.0011458171204988,73
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_dataInterface_MR,1,0.0008287354198178,0.0008287354198178,0.0008287354198178,74
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,evidence_level_STRONG,1,0.0007950350763473,0.0007950350763473,0.0007950350763473,75
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_steamApplication_H,1,0.0005706256846626,0.0005706256846626,0.0005706256846626,76
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_certification_CN,1,0.0003516130175119,0.0003516130175119,0.0003516130175119,77
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_binaerOpenColl_MP_MP2,1,0.0002077627812614,0.0002077627812614,0.0002077627812614,78
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_characteristic_VG,1,0.0001286847946234,0.0001286847946234,0.0001286847946234,79
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,config_stromEingaenge_IS2,1,6.813066520353092e-05,6.813066520353092e-05,6.813066520353092e-05,80
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_certification_MN,1,5.30864002100103,5.30864002100103,5.30864002100103,1
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_powerSupply,1,3.8884214653762106,3.8884214653762106,3.8884214653762106,2
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_certification_NN,1,2.7621060022382613,2.7621060022382613,2.7621060022382613,3
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_dataInterface_NN,1,2.499920977538194,2.499920977538194,2.499920977538194,4
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_certification_CN,1,2.4261104979910755,2.4261104979910755,2.4261104979910755,5
PROVENANCE_AWARE,LOGISTIC_REGRESSION,nearest_real_distance,1,2.354957170832541,2.354957170832541,2.354957170832541,6
PROVENANCE_AWARE,LOGISTIC_REGRESSION,source_frequency,1,2.15863024920612,2.15863024920612,2.15863024920612,7
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_characteristic_ST,1,1.758078178702734,1.758078178702734,1.758078178702734,8
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_binaerDigitalOpenColl_MN_MN2,1,1.7371038376157044,1.7371038376157044,1.7371038376157044,9
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_dataInterface_PA,1,1.7039315751017343,1.7039315751017343,1.7039315751017343,10
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_steamApplication_NOVALUE,1,1.6376546579310844,1.6376546579310844,1.6376546579310844,11
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_characteristic_PW,1,1.5076891462539113,1.5076891462539113,1.5076891462539113,12
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_stromSchaltbar_NOVALUE,1,1.4595763484883029,1.4595763484883029,1.4595763484883029,13
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_waveInjector_FWI,1,1.4323994914638254,1.4323994914638254,1.4323994914638254,14
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_waveInjector_NOVALUE,1,1.3119759706921936,1.3119759706921936,1.3119759706921936,15
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_stromSchaltbar_CS1,1,1.2828581346526586,1.2828581346526586,1.2828581346526586,16
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_steamApplication_N,1,1.2560588075969314,1.2560588075969314,1.2560588075969314,17
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_dataInterface_MR,1,1.130670300902334,1.130670300902334,1.130670300902334,18
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_characteristic_TE,1,1.0963528561437834,1.0963528561437834,1.0963528561437834,19
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_temperaturEingaenge_TT2,1,1.0963528561437834,1.0963528561437834,1.0963528561437834,20
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_stromEingaenge_NOVALUE,1,1.0291512125782876,1.0291512125782876,1.0291512125782876,21
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_binaerDigitalOpenColl_MN_MN1,1,1.022750097390257,1.022750097390257,1.022750097390257,22
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_binaerDigitalOpenColl_MN_NOVALUE,1,1.0040257873791325,1.0040257873791325,1.0040257873791325,23
