regime,model,train_rows,validation_rows,test_rows,validation_pairwise_accuracy,validation_pairwise_auc,test_pairwise_accuracy,test_pairwise_auc,feature_count
REALISTIC_BASELINE,LOGISTIC_REGRESSION,56424,12904,11926,0.7813081215127092,0.8536544270455987,0.7766225054502767,0.8407552032322753,21
REALISTIC_BASELINE,RANDOM_FOREST,56424,12904,11926,0.8037817730936144,0.8917354644090232,0.7901224215998658,0.8771449878645408,21
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,56424,12904,11926,0.7979696218226906,0.880230912121714,0.785175247358712,0.8634650387096976,21
PROVENANCE_AWARE,LOGISTIC_REGRESSION,56424,12904,11926,0.953347799132052,0.9955682076310388,0.9567331879926212,0.9958431682614087,36
PROVENANCE_AWARE,RANDOM_FOREST,56424,12904,11926,0.9550526968381897,0.9960530940679206,0.9537984236122757,0.9954616158467744,36
PROVENANCE_AWARE,HIST_GRADIENT_BOOSTING,56424,12904,11926,0.9553626782393057,0.996024603836851,0.9535468723796746,0.99548054300643,36
MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,56424,12904,11926,0.953347799132052,0.9955734444526012,0.9567331879926212,0.9958488492216621,41
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,56424,12904,11926,0.9550526968381897,0.9960370953378258,0.9535468723796746,0.9953737578278078,41
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,56424,12904,11926,0.9553626782393057,0.996024603836851,0.9535468723796746,0.99548054300643,41
