test_rfqs,candidate_rows,pairwise_prediction_rows,best_regime,best_model,best_top1,best_top3,best_top5,best_top10,best_mrr,best_ndcg5,best_mean_true_rank,best_median_true_rank,exact_engineer_choice_share,exact_or_mandatory_preferred_equivalent_share,realistic_hgb_top1,realistic_hgb_mrr,provenance_hgb_top1,provenance_hgb_mrr,mechanistic_hgb_top1,mechanistic_hgb_mrr,note
732,17153,22248,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,0.9357923497267759,0.9986338797814208,1.0,1.0,0.9675546448087432,0.9760292967518585,1.0669398907103824,1.0,0.2896174863387978,1.0,0.9057377049180327,0.951388888888889,0.9357923497267759,0.9675546448087432,0.9357923497267759,0.9675546448087432,"All labels are synthetic engineer preferences. Results measure recovery of the synthetic preference mechanism, not historical human engineer decisions."
