regime,model,rfqs,top1,top3,top5,top10,mrr,ndcg5,mean_true_rank,median_true_rank,overall_rank
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,732,0.9357923497267759,0.9986338797814208,1.0,1.0,0.9675546448087432,0.9760292967518585,1.0669398907103824,1.0,1
PROVENANCE_AWARE,HIST_GRADIENT_BOOSTING,732,0.9357923497267759,0.9986338797814208,1.0,1.0,0.9675546448087432,0.9760292967518585,1.0669398907103824,1.0,2
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,732,0.9344262295081968,0.9986338797814208,1.0,1.0,0.9668715846994536,0.9755251024261365,1.0683060109289617,1.0,3
PROVENANCE_AWARE,RANDOM_FOREST,732,0.9344262295081968,0.9986338797814208,1.0,1.0,0.9668715846994536,0.9755251024261365,1.0683060109289617,1.0,4
MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,732,0.9330601092896175,1.0,1.0,1.0,0.9663023679417121,0.9751156122560519,1.0683060109289617,1.0,5
PROVENANCE_AWARE,LOGISTIC_REGRESSION,732,0.9330601092896175,1.0,1.0,1.0,0.9663023679417121,0.9751156122560519,1.0683060109289617,1.0,6
REALISTIC_BASELINE,LOGISTIC_REGRESSION,732,0.9057377049180327,0.9986338797814208,1.0,1.0,0.951388888888889,0.9640426926681355,1.1038251366120218,1.0,7
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,732,0.9016393442622951,0.9986338797814208,1.0,1.0,0.9493397085610201,0.9625301096909693,1.1079234972677596,1.0,8
REALISTIC_BASELINE,RANDOM_FOREST,732,0.8975409836065574,0.9986338797814208,1.0,1.0,0.9472905282331513,0.9610175267138031,1.1120218579234973,1.0,9
