model,lower_regime,upper_regime,top1_lower,top1_upper,delta_top1,top3_delta,mrr_delta,ndcg5_delta
HIST_GRADIENT_BOOSTING,REALISTIC_BASELINE,PROVENANCE_AWARE,0.9153005464480874,0.9221311475409836,0.006830601092896127,0.0,0.003415300546448119,0.0025209716286102024
HIST_GRADIENT_BOOSTING,PROVENANCE_AWARE,MECHANISTIC_UPPER_BOUND,0.9221311475409836,0.9221311475409836,0.0,-0.001366120218579181,0.00011384335154829284,8.416162793023485e-05
HIST_GRADIENT_BOOSTING,REALISTIC_BASELINE,MECHANISTIC_UPPER_BOUND,0.9153005464480874,0.9221311475409836,0.006830601092896127,-0.001366120218579181,0.003529143897996412,0.0026051332565404373
