regime,model,feature,importance,rank
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,DIFF__observed_configuration_score,0.018006369832662898,11
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__record_type__OBSERVED,0.016119863907125637,12
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__generation_method__REAL_OBSERVED,0.015248219124478699,13
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__record_type__DERIVED,0.01373938596131976,14
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__generation_method__TWO_CHARACTERISTIC,0.012989596330522863,15
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__generation_method__DEPENDENCY_TWO_CHARACTERISTIC,0.011685236543367686,16
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__evidence_level__LOW,0.0072906260718710245,17
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__evidence_level__VERY_STRONG,0.006458943796129989,18
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__evidence_level__MODERATE,0.004481639006188913,19
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_temperaturEingaenge__NOVALUE,0.003926737644884125,20
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_temperaturEingaenge__TT1,0.0032965015413292257,21
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_stromEingaenge__NOVALUE,0.0028034833473227962,22
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_stromEingaenge__IS1,0.0027549917774824357,23
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_stromSchaltbar__CS1,0.002425853892157233,24
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_stromSchaltbar__NOVALUE,0.0020642826067727546,25
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_dynamicGasMaster__1,0.0010648352384870657,26
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_dynamicGasMaster__NOVALUE,0.0007911804831452854,27
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_dev_advMeterVerification__NOVALUE,0.0006798390055494907,28
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_dev_advMeterVerification__1,0.000661127260851492,29
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_customUserFluid__NOVALUE,0.0005404430496556267,30
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_customUserFluid__1,0.0004458601598924512,31
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__NOVALUE,0.00042907787566852054,32
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__NOVALUE,0.00037796400806408694,33
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__MP1,0.00030886333245373407,34
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__MN1,0.0003004852683116004,35
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__evidence_level__STRONG,0.0002463728517606749,36
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_stromSchaltbar__CS2,7.857319035489486e-05,37
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__MN4,5.164606717762383e-05,38
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__MP4,4.69466070743127e-05,39
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerOpenColl_MP__MP2,2.3605158597648495e-05,40
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,CATDIFF__config_binaerDigitalOpenColl_MN__MN2,2.2302550097980867e-05,41
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerDigitalOpenColl_MN__MN1,0.013599999999999945,1
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerOpenColl_MP__NOVALUE,0.013400000000000004,2
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_stromEingaenge__IS1,0.008399999999999963,3
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_dev_advMeterVerification__1,0.0021333333333333204,4
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_customUserFluid__1,0.0016666666666666312,5
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_dev_advMeterVerification__NOVALUE,0.001399999999999994,6
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_stromSchaltbar__CS1,0.0012666666666666753,7
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_stromSchaltbar__NOVALUE,0.0007333333333332895,8
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_dynamicGasMaster__NOVALUE,0.000600000000000008,9
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_dynamicGasMaster__1,0.000600000000000008,10
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_customUserFluid__NOVALUE,0.0003333333333332966,11
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_stromEingaenge__NOVALUE,0.00013333333333331865,12
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_stromSchaltbar__CS2,6.666666666665932e-05,13
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__generation_method__ONE_CHARACTERISTIC,0.0,14
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__record_type__DERIVED,0.0,15
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__evidence_score_normalized,0.0,16
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__observed_configuration_score,0.0,17
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__source_frequency_score,0.0,18
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__generation_method__REAL_OBSERVED,0.0,19
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__generation_method__TWO_CHARACTERISTIC,0.0,20
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerOpenColl_MP__MP2,0.0,21
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerDigitalOpenColl_MN__MN4,0.0,22
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerOpenColl_MP__MP4,0.0,23
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerDigitalOpenColl_MN__MN2,0.0,24
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerDigitalOpenColl_MN__NOVALUE,0.0,25
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__evidence_level__OBSERVED,0.0,26
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__evidence_level__STRONG,0.0,27
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__evidence_level__VERY_STRONG,0.0,28
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__evidence_level__LOW,0.0,29
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__record_type__OBSERVED,0.0,30
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__generation_method__DEPENDENCY_TWO_CHARACTERISTIC,0.0,31
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_binaerOpenColl_MP__MP1,-0.00046666666666668927,32
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_temperaturEingaenge__TT1,-0.0010000000000000009,33
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__real_proximity_score,-0.0018666666666667202,34
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__config_temperaturEingaenge__NOVALUE,-0.004600000000000011,35
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__evidence_score,-0.0070000000000000435,36
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,CATDIFF__evidence_level__MODERATE,-0.008933333333333349,37
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__num_changed_characteristics,-0.011866666666666692,38
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__source_frequency,-0.01940000000000001,39
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__low_change_score,-0.029200000000000042,40
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,DIFF__nearest_real_distance,-0.03040000000000002,41
