regime,model,rfqs,top1,top3,top5,top10,mrr,ndcg5
REALISTIC_BASELINE,LOGISTIC_REGRESSION,732,0.8838797814207651,0.9972677595628415,1.0,1.0,0.9401183970856103,0.9557020135173777
REALISTIC_BASELINE,RANDOM_FOREST,732,0.912568306010929,0.9986338797814208,1.0,1.0,0.9550318761384335,0.9667425300803133
REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,732,0.9153005464480874,1.0,1.0,1.0,0.9569672131147541,0.96820335445453
PROVENANCE_AWARE,LOGISTIC_REGRESSION,732,0.9030054644808743,0.9986338797814208,1.0,1.0,0.9504781420765027,0.9633920355838266
PROVENANCE_AWARE,RANDOM_FOREST,732,0.912568306010929,0.9972677595628415,1.0,1.0,0.9549180327868853,0.966647825924676
PROVENANCE_AWARE,HIST_GRADIENT_BOOSTING,732,0.9221311475409836,1.0,1.0,1.0,0.9603825136612022,0.9707243260831402
MECHANISTIC_UPPER_BOUND,LOGISTIC_REGRESSION,732,0.9030054644808743,0.9986338797814208,1.0,1.0,0.9504781420765027,0.9633920355838266
MECHANISTIC_UPPER_BOUND,RANDOM_FOREST,732,0.9180327868852459,0.9986338797814208,1.0,1.0,0.9579918032786885,0.9689381731667692
MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,732,0.9221311475409836,0.9986338797814208,1.0,1.0,0.9604963570127505,0.9708084877110704
