primary_model,primary_regime,primary_top1,primary_mrr,primary_ndcg5,provenance_best_model,provenance_top1,provenance_mrr,mechanistic_best_model,mechanistic_top1,mechanistic_mrr,overall_best_regime,overall_best_model,overall_best_top1,overall_best_mrr,selection_rationale
HIST_GRADIENT_BOOSTING,REALISTIC_BASELINE,0.9057377049180327,0.951388888888889,0.9640426926681355,HIST_GRADIENT_BOOSTING,0.9357923497267759,0.9675546448087432,HIST_GRADIENT_BOOSTING,0.9357923497267759,0.9675546448087432,MECHANISTIC_UPPER_BOUND,HIST_GRADIENT_BOOSTING,0.9357923497267759,0.9675546448087432,REALISTIC_BASELINE/HIST_GRADIENT_BOOSTING is the primary scientific/deployment model because it avoids synthetic preference-generation metadata. PROVENANCE_AWARE and MECHANISTIC_UPPER_BOUND are sensitivity/upper-bound analyses.
