replicate,top1,mrr,ndcg5
290,0.9357923497267759,0.9672131147540983,0.9757557268126534
291,0.9467213114754098,0.9730191256830601,0.9800628513576349
292,0.9398907103825137,0.969603825136612,0.9775418797290246
293,0.9289617486338798,0.9641393442622951,0.9735083251232483
294,0.9426229508196722,0.9709699453551912,0.9785502683804687
295,0.930327868852459,0.9651639344262295,0.9742860893881753
296,0.9330601092896175,0.9661885245901639,0.9750209081004144
297,0.9275956284153005,0.9634562841530054,0.9730041307975262
298,0.9289617486338798,0.9637978142076503,0.9732347551840433
299,0.9262295081967213,0.9627732240437158,0.9724999364718042
300,0.9439890710382514,0.9716530054644809,0.9790544627061908
301,0.9398907103825137,0.969603825136612,0.9775418797290246
302,0.9371584699453552,0.9685792349726776,0.9768070610167855
303,0.9426229508196722,0.9709699453551912,0.9785502683804689
304,0.9412568306010929,0.9706284153005464,0.9783196439939517
305,0.9357923497267759,0.9675546448087432,0.9760292967518585
306,0.9357923497267759,0.9672131147540983,0.9757557268126535
307,0.9480874316939891,0.9726775956284153,0.9797463358657419
308,0.9357923497267759,0.9675546448087432,0.9760292967518585
309,0.9480874316939891,0.9730191256830601,0.980019905804947
310,0.9262295081967213,0.9620901639344263,0.9719527965933942
311,0.9385245901639344,0.9692622950819673,0.9773112553425076
312,0.9398907103825137,0.9699453551912568,0.9778154496682298
313,0.9289617486338798,0.9644808743169399,0.9737818950624533
314,0.9357923497267759,0.967896174863388,0.9763028666910636
315,0.9289617486338798,0.9641393442622951,0.9735083251232485
316,0.9262295081967213,0.9627732240437158,0.9724999364718042
317,0.953551912568306,0.976775956284153,0.9828573929254503
318,0.9180327868852459,0.9586748633879781,0.969474770517472
319,0.9398907103825137,0.969603825136612,0.9775418797290246
320,0.930327868852459,0.9648224043715847,0.9740125194489704
321,0.9289617486338798,0.9644808743169399,0.9737818950624533
322,0.9576502732240437,0.9788251366120219,0.9843699759026163
323,0.9371584699453552,0.9675546448087432,0.9759863511991705
324,0.9398907103825137,0.9692622950819673,0.9772683097898197
325,0.9153005464480874,0.9569672131147541,0.9681928119268226
326,0.9412568306010929,0.9706284153005464,0.9783196439939517
327,0.930327868852459,0.9648224043715847,0.9740125194489704
328,0.9494535519125683,0.9743852459016393,0.9810712400090792
329,0.9262295081967213,0.9627732240437158,0.9724999364718042
330,0.930327868852459,0.9644808743169399,0.9737389495097653
331,0.9275956284153005,0.9634562841530054,0.9730041307975262
332,0.9562841530054644,0.9778005464480874,0.9835922116376892
333,0.9207650273224044,0.9603825136612022,0.9707567291081209
334,0.9398907103825137,0.9699453551912568,0.9778154496682298
335,0.9330601092896175,0.9665300546448088,0.9752944780396194
336,0.9398907103825137,0.9692622950819673,0.9772683097898197
